;texts;labels
401;copyright miranti inc licens apach licens version licens may use file except complianc licens may obtain copi licens http www apach org licens licens unless requir applic law agre write softwar distribut licens distribut basi without warranti condit kind either express impli see licens specif languag govern permiss limit licens notic fuel plugin influxdb grafana haproxi pp influxdb node ip hiera lma influxdb raft node influxdb node name prefix rang size influxdb node ip server influxdb port hiera lma influxdb influxdb port grafana node ip hiera lma grafana node grafana node name prefix rang size grafana node ip server grafana port hiera lma influxdb grafana port grafana frontend port hiera lma influxdb grafana frontend port influxdb grafana hiera hash influxdb grafana openstack ha haproxi servic balancermemb option check intern true public fals public virtual ip undef openstack ha haproxi servic influxdb order intern virtual ip hiera lma influxdb vip listen port influxdb port balancermemb port influxdb port ipaddress influxdb node ip server name influxdb node name haproxi config option option httpchk get ping http httplog dontlog normal http check expect status balanc roundrobin mode http use load balanc algorithm call sourc ensur client ip address alway reach server long server goe need support sticki session abl authent grafana haproxi servic hiera lma grafana haproxi servic hiera lma grafana tls enabl openstack ha haproxi servic grafana haproxi servic order intern virtual ip hiera lma grafana vip intern ssl true intern ssl path hiera lma grafana tls cert file path listen port grafana frontend port balancermemb port grafana port ipaddress grafana node ip server name grafana node name haproxi config option option httplog dontlog normal balanc sourc mode http els openstack ha haproxi servic grafana haproxi servic order intern virtual ip hiera lma grafana vip listen port grafana frontend port balancermemb port grafana port ipaddress grafana node ip server name grafana node name haproxi config option option httplog dontlog normal balanc sourc mode http;1
402;bridg pp paramet ip mandatori ip address bridg interfac netmask option netmask bridg interfac default defin nova network bridg ip netmask includ nova dep case osfamili debian context file etc network interfac augea bridg name context context chang set auto child name name set ifac name name set ifac name famili inet set ifac name method static set ifac name address ip set ifac name netmask netmask set ifac name bridg port none notifi exec network refresh redhat default fail nova network bridg current support osfamili debian redhat;1
403;class glanc registri instal configur glanc registri paramet packag ensur option ensur state packag default present redhat platform set ignor set glanc class use one glanc packag debug option enabl debug log true fals default undef bind host option address host bind default os servic default bind port option port server bind default worker option number child process worker creat servic registri request default processorcount log file option log file glanc registri set os servic default log file default undef log dir option directori glanc log sent set boolean fals log directori default undef databas connect option connect url connect glanc databas default undef databas idl timeout option timeout idl db connect reap default undef databas max retri option maximum number databas connect retri startup set specifi infinit retri count default undef databas retri interv option interv retri open databas connect default undef databas min pool size option minimum number sql connect keep open pool default undef databas max pool size option maximum number sql connect keep open pool default undef databas max overflow option set use valu max overflow sqlalchemi default undef auth strategi option type author use default keyston pipelin option partial name pipelin past configur file servic name remov default keyston use syslog option use syslog log default undef use stderr option use stderr log default undef log facil option syslog facil receiv log line default undef manag servic option puppet manag servic startup shutdown default true enabl option servic enabl default true purg config option whether creat specifi config valu glanc registri config file default fals cert file optin certif file use start registri server secur default os servic default key file option privat key file use start registri server secur default os servic default ca file option ca certif file use verifi connect client default os servic default sync db option run db sync node default true os region name option set keyston region use default os servic default deprec paramet verbos option deprec enabl verbos log true fals default undef keyston password option keyston password administr user deprec replac glanc registri authtoken password default undef auth type option authent type default undef deprec replac glanc registri auth strategi auth uri option complet public ident api endpoint deprec replac glanc registri authtoken auth uri default undef ident uri option complet admin ident api endpoint deprec replac glanc registri authtoken auth url default undef keyston tenant option administr tenant name connect keyston deprec replac glanc registri authtoken project name default undef keyston user option administr user name connect keyston deprec replac glanc registri authtoken usernam default undef sign dir directori use cach file relat pki token deprec replac glanc registri authtoken sign dir default undef memcach server optin list memcach server use cach left undefin token instead cach process deprec replac glanc registri authtoken memcach server default undef token cach time order prevent excess effort spent valid token middlewar cach previous seen token configur durat second set disabl cach complet deprec replac glanc registri authtoken token cach time default undef class glanc registri packag ensur present debug undef bind host os servic default bind port worker processorcount log file undef log dir undef databas connect undef databas idl timeout undef databas min pool size undef databas max pool size undef databas max retri undef databas retri interv undef databas max overflow undef auth strategi keyston pipelin keyston use syslog undef use stderr undef log facil undef manag servic true enabl true purg config fals cert file os servic default key file os servic default ca file os servic default sync db true os region name os servic default deprec verbos undef keyston password undef auth type undef auth uri undef ident uri undef keyston tenant undef keyston user undef sign dir undef memcach server undef token cach time undef inherit glanc includ glanc dep includ glanc registri log includ glanc registri db verbos warn verbos deprec effect remov newton cycl keyston password warn glanc registri keyston password deprec pleas use glanc registri authtoken password auth type warn glanc registri auth type deprec pleas use glanc registri auth strategi auth strategi real auth type els auth strategi real auth strategi auth uri warn glanc registri auth uri deprec pleas use glanc registri authtoken auth uri ident uri warn glanc registri ident uri deprec pleas use glanc registri authtoken auth url keyston tenant warn glanc registri keyston tenant deprec pleas use glanc registri authtoken project name keyston user warn glanc registri keyston user deprec pleas use glanc registri authtoken usernam memcach server warn glanc registri memcach server deprec pleas use glanc registri authtoken memcach server sign dir warn glanc registri sign dir deprec pleas use glanc registri authtoken sign dir token cach time warn glanc registri token cach time deprec pleas use glanc registri authtoken token cach time glanc param api packag name glanc param registri packag name ensur packag glanc registri ensur packag ensur tag openstack glanc packag resourc glanc registri config purg purg config glanc registri config default worker valu worker default bind host valu bind host default bind port valu bind port glanc store os region name valu os region name set pipelin allow blank pipelin valid pipelin w w glanc registri config past deploy flavor ensur present valu pipelin els glanc registri config past deploy flavor ensur absent keyston config auth strategi real keyston includ glanc registri authtoken ssl option glanc registri config default cert file valu cert file default key file valu key file default ca file valu ca file sync db includ glanc db sync manag servic enabl servic ensur run els servic ensur stop els warn execut db sync depend manag servic enabl anymor pleas use sync db instead servic glanc registri ensur servic ensur name glanc param registri servic name enabl enabl hasstatus true hasrestart true tag glanc servic;1
404;class manila client instal manila python client paramet packag ensur ensur state packag default present class manila client packag ensur present includ manila param packag python manilacli ensur packag ensur name manila param client packag tag openstack;0
405;class execut iron dbsync paramet extra param option string extra command line paramet append iron dbsync command default undef class iron db sync extra param undef includ iron param packag tag iron packag exec iron dbsync exec iron dbsync servic tag iron servic iron config exec iron dbsync iron config titl databas connect exec iron dbsync exec iron dbsync command iron param dbsync command extra param path usr bin ubuntu packag run dbsync command root iron common postinstal script puppet tri run dbsync fail run iron user temporari patch chang packag https bug launchpad net cloud archiv bug user root refreshon true logoutput failur;0
406;class openstack task glanc glanc notic modular glanc glanc pp network scheme hiera hash network scheme network metadata hiera hash network metadata prepar network config network scheme glanc hash hiera hash glanc glanc glare hash hiera hash glanc glare debug pick glanc hash debug hiera debug fals manag vip hiera manag vip databas vip hiera databas vip servic endpoint hiera servic endpoint storag hash hiera storag use syslog hiera use syslog true use stderr hiera use stderr fals syslog log facil hiera syslog log facil glanc rabbit hash hiera hash rabbit max pool size hiera max pool size max overflow hiera max overflow ceilomet hash hiera hash ceilomet region hiera region regionon worker max hiera worker max servic worker pick glanc hash glanc worker min max processorcount worker max iron hash hiera hash iron primari control hiera primari control kombu compress hiera kombu compress os servic default memcach server hiera memcach server rabbit heartbeat timeout threshold pick glanc hash rabbit heartbeat timeout threshold rabbit hash heartbeat timeout threshold rabbit heartbeat rate pick glanc hash rabbit heartbeat rate rabbit hash rabbit heartbeat rate overrid configur hiera hash configur overrid glanc api option overrid resourc glanc api config data overrid configur glanc api overrid glanc registri option overrid resourc glanc registri config data overrid configur glanc registri overrid glanc cach option overrid resourc glanc cach config data overrid configur glanc cach overrid glare config option overrid resourc glanc glare config data overrid configur glare config overrid resourc servic tag glanc servic db type mysql db host pick glanc hash db host databas vip db user pick glanc hash db user glanc db password glanc hash db password db name pick glanc hash db name glanc lp python mysqldb support python pymysql os packag type debian extra param charset utf read timeout els extra param charset utf db connect os databas connect dialect db type host db host databas db name usernam db user password db password extra extra param api bind host get network role properti glanc api ipaddr glare bind host get network role properti glanc glare ipaddr enabl true max retri idl timeout rabbit password rabbit hash password rabbit userid rabbit hash user rabbit host split hiera amqp host glanc user pick glanc hash user glanc glanc user password glanc hash user password glanc tenant pick glanc hash tenant servic glanc glare user pick glanc glare hash user glare glanc glare user password glanc glare hash user password glanc glare tenant pick glanc glare hash tenant servic glanc vcenter host glanc hash vc host glanc vcenter user glanc hash vc user glanc vcenter password glanc hash vc password glanc vcenter datacent glanc hash vc datacent glanc vcenter datastor glanc hash vc datastor glanc vcenter imag dir glanc hash vc imag dir glanc vcenter insecur glanc hash vc insecur glanc vcenter api retri count glanc vcenter ca file pick glanc hash vc ca file glanc vcenter ca content pick glanc vcenter ca file content glanc imag cach max size glanc hash imag cach max size pipelin pick glanc hash pipelin keyston glanc larg object size pick glanc hash larg object size ssl hash hiera hash use ssl intern auth protocol get ssl properti ssl hash keyston intern protocol http intern auth address get ssl properti ssl hash keyston intern hostnam hiera servic endpoint manag vip admin auth protocol get ssl properti ssl hash keyston admin protocol http admin auth address get ssl properti ssl hash keyston admin hostnam hiera servic endpoint manag vip glanc endpoint get ssl properti ssl hash glanc intern hostnam manag vip auth uri intern auth protocol intern auth address ident uri admin auth protocol admin auth address rado connect timeout storag hash imag ceph iron hash enabl glanc backend ceph known store glanc store rbd store glanc store http store show imag direct url pick glanc hash show imag direct url true elsif storag hash imag vcenter glanc backend vmware known store glanc store vmware datastor store glanc store http store show imag direct url pick glanc hash show imag direct url true els glanc backend swift known store glanc store swift store glanc store http store swift store larg object size glanc larg object size show imag direct url pick glanc hash show imag direct url fals disabl upstart startup instal operatingsystem ubuntu tweak ubuntu servic overrid glanc api packag name glanc api tweak ubuntu servic overrid glanc glare packag name glanc glare tweak ubuntu servic overrid glanc registri packag name glanc registri instal configur glanc api class glanc api debug debug bind host api bind host auth type keyston auth uri auth uri ident uri ident uri keyston user glanc user keyston password glanc user password keyston tenant glanc tenant databas connect db connect enabl enabl worker servic worker registri host glanc endpoint use syslog use syslog use stderr use stderr log facil syslog log facil databas idl timeout idl timeout databas max pool size max pool size databas max retri max retri databas max overflow max overflow show imag direct url show imag direct url pipelin pipelin store known store os region name region delay delet fals scrub time token cach time imag cach stall time imag cach max size glanc imag cach max size memcach server memcach server class glanc glare log use syslog use syslog use stderr use stderr log facil syslog log facil debug debug default log level hiera default log level class glanc glare db databas connect db connect databas idl timeout idl timeout databas max pool size max pool size databas max retri max retri databas max overflow max overflow todo dmburmistrov remov workaround launchpad https bug launchpad net glanc bug fix releas uca repo os packag type ubuntu ensur packag python swiftclient packag python swiftclient class glanc glare class glanc glare bind host glare bind host auth type keyston auth uri auth uri ident uri ident uri keyston user glanc glare user keyston password glanc glare user password keyston tenant glanc glare tenant enabl enabl store known store worker servic worker pipelin pipelin os region name region token cach time memcach server memcach server glanc api config default scrubber datadir valu var lib glanc scrubber glanc cach config default imag cach dir valu var lib glanc imag cach default os region name valu region instal configur glanc registri class glanc registri debug debug bind host api bind host auth uri auth uri ident uri ident uri auth type keyston keyston user glanc user keyston password glanc user password keyston tenant glanc tenant databas connect db connect databas max pool size max pool size databas max retri max retri databas max overflow max overflow enabl enabl use syslog use syslog use stderr use stderr log facil syslog log facil databas idl timeout idl timeout worker servic worker sync db primari control os region name region memcach server memcach server class glanc notifi rabbitmq rabbit notif exchang glanc rabbit notif topic notif rabbit password rabbit password rabbit userid rabbit userid rabbit host rabbit host notif driver ceilomet hash notif driver kombu compress kombu compress rabbit heartbeat timeout threshold rabbit heartbeat timeout threshold rabbit heartbeat rate rabbit heartbeat rate syslog addit set default use syslog rfc format true use syslog glanc api config default use syslog rfc format valu true glanc glare config default use syslog rfc format valu true glanc cach config default use syslog rfc format valu true glanc registri config default use syslog rfc format valu true configur file storag backend case glanc backend swift defin packag swift includ swift param packag swift ensur present name swift param packag name packag swift servic glanc api packag swift swift ringsync packag titl swift servic titl glanc api defin servic glanc api notifi modul modul name cannot notifi servic glanc api packag swift updat class glanc backend swift swift store user glanc tenant glanc user swift store key glanc user password swift store creat contain put true swift store larg object size swift store larg object size swift store auth address auth uri v swift store auth version swift store region region glare enabl true rbd ceph ceph pool titl ceph glanc pool class glanc backend rbd rbd store user imag rbd store pool imag rado connect timeout rado connect timeout glare enabl true vmware glanc vcenter datastor glanc vcenter datacent glanc vcenter datastor empti glanc vcenter ca content glanc vcenter insecur vcenter ca filepath etc glanc vcenter ca pem glanc vcenter insecur real fals file vcenter ca filepath ensur file content glanc vcenter ca content mode owner root group root class glanc backend vsphere file vcenter ca filepath els vcenter ca filepath os servic default glanc vcenter insecur real glanc vcenter insecur class glanc backend vsphere vcenter host glanc vcenter host vcenter user glanc vcenter user vcenter password glanc vcenter password vcenter datastor glanc vcenter datastor vcenter insecur glanc vcenter insecur real vcenter imag dir glanc vcenter imag dir vcenter api retri count glanc vcenter api retri count vcenter ca file vcenter ca filepath glare enabl true default class glanc backend glanc backend glare enabl true configur cach pruner cach cleaner class glanc api class glanc cach pruner class glanc cach cleaner;1
407;copyright red hat inc licens apach licens version licens may use file except complianc licens may obtain copi licens http www apach org licens licens unless requir applic law agre write softwar distribut licens distribut basi without warranti condit kind either express impli see licens specif languag govern permiss limit licens class tripleo profil base swift proxi swift proxi profil tripleo paramet step option current step deploy see tripleo heat templat detail default hiera step memcach server option list memcach server default hiera memcach node ip memcach port option memcach port default class tripleo profil base swift proxi step hiera step memcach server hiera memcach node ip memcach port step swift memcach server suffix memcach server memcach port includ swift proxi includ swift proxi proxi log includ swift proxi healthcheck class swift proxi cach memcach server swift memcach server includ swift proxi keyston includ swift proxi authtoken includ swift proxi staticweb includ swift proxi ratelimit includ swift proxi catch error includ swift proxi tempurl includ swift proxi formpost includ swift proxi bulk;0
408;class nova comput libvirt instal manag nova comput guest manag libvirt paramet ensur packag option state nova packag default present libvirt virt type option libvirt domain type option kvm lxc qemu uml xen default kvm vncserver listen option ip address instanc vncserver listen default migrat support option whether support virtual machin migrat default fals libvirt cpu mode option libvirt cpu mode configur possibl valu includ custom host model none host passthrough default host model libvirt virt type set either kvm qemu otherwis default none libvirt cpu model option name libvirt cpu model see name list usr share libvirt cpu map xml effect cpu mode custom virt type kvm qemu default undef libvirt disk cachemod option list cachemod differ disk type e g file directsync block none empti list specifi disk cachemod direct remov nova conf complet default empti list libvirt hw disk discard option discard option nova manag disk need libvirt qemu raw format qemu qcow format default os servic default libvirt inject password option inject admin password boot time without agent default fals libvirt inject key option inject ssh public key boot time default fals libvirt inject partit option partit inject disabl inspect libguestf partit partit number integ valu default remov unus base imag option unus base imag remov undef specifi remov line nova conf otherwis use boolean remov base imag default undef remov unus resiz minimum age second option unus resiz base imag younger remov undef specifi remov line nova conf otherwis use integ string defin mani second remov default undef remov unus origin minimum age second option unus unres base imag younger remov undef specifi remov line nova conf otherwis use integ string defin mani second remov default undef libvirt servic name option libvirt servic name default nova param libvirt servic name virtlock servic name option virtlock servic name default nova param virtlock servic name virtlog servic name option virtlog servic name default nova param virtlog servic name comput driver option comput driver default libvirt libvirtdriv manag libvirt servic option whether deploy libvirt servic case micro servic set fals use nova comput libvirt servic hiera select actual want deploy default true backward compat class nova comput libvirt ensur packag present libvirt virt type kvm vncserver listen migrat support fals libvirt cpu mode fals libvirt cpu model undef libvirt disk cachemod libvirt hw disk discard os servic default libvirt inject password fals libvirt inject key fals libvirt inject partit remov unus base imag undef remov unus resiz minimum age second undef remov unus origin minimum age second undef libvirt servic name nova param libvirt servic name virtlock servic name nova param virtlock servic name virtlog servic name nova param virtlog servic name comput driver libvirt libvirtdriv manag libvirt servic true inherit nova param includ nova dep includ nova param libvirt cpu mode differ default depend hypervisor libvirt cpu mode case libvirt virt type kvm qemu libvirt cpu mode real host model default libvirt cpu mode real none els libvirt cpu mode real libvirt cpu mode osfamili debian packag nova comput libvirt virt type ensur ensur packag tag openstack nova packag migrat support vncserver listen vncserver listen fail migrat support work must set vncserver listen els includ nova migrat libvirt manag libvirt servic backward compat support deploy includ nova comput libvirt servic use hiera set nova comput libvirt manag libvirt servic fals includ nova comput libvirt servic composit layer select servic want deploy nova comput libvirt servic paramet use hiera set nova comput libvirt manag libvirt servic true default select servic want deploy nova comput libvirt servic name paramet manag libvirt servic class nova comput libvirt servic libvirt servic name libvirt servic name virtlock servic name virtlock servic name virtlog servic name virtlog servic name libvirt virt type libvirt virt type nova config default comput driver valu comput driver vnc vncserver listen valu vncserver listen libvirt virt type valu libvirt virt type libvirt cpu mode valu libvirt cpu mode real libvirt inject password valu libvirt inject password libvirt inject key valu libvirt inject key libvirt inject partit valu libvirt inject partit libvirt hw disk discard valu libvirt hw disk discard cpu model param valid cpu mode custom otherwis comment libvirt cpu mode real custom valid string libvirt cpu model nova config libvirt cpu model valu libvirt cpu model els nova config libvirt cpu model ensur absent libvirt cpu model warn libvirt cpu model requir libvirt cpu mode custom ignor size libvirt disk cachemod nova config libvirt disk cachemod valu join libvirt disk cachemod els nova config libvirt disk cachemod ensur absent remov unus resiz minimum age second undef nova config libvirt remov unus resiz minimum age second valu remov unus resiz minimum age second els nova config libvirt remov unus resiz minimum age second ensur absent remov unus base imag undef nova config default remov unus base imag valu remov unus base imag els nova config default remov unus base imag ensur absent remov unus origin minimum age second undef nova config default remov unus origin minimum age second valu remov unus origin minimum age second els nova config default remov unus origin minimum age second ensur absent;1
409;copyright c nine internet solut ag licens apach licens version licens may use file except complianc licens may obtain copi licens http www apach org licens licens unless requir applic law agre write softwar distribut licens distribut basi without warranti condit kind either express impli see licens specif languag govern permiss limit licens author david gurtner aldavud crimson ch class ceph osd class wrapper benefit scenario node terminus paramet arg ceph osd config hash option default config hash option default empti hash class ceph osd arg default creat resourc ceph osd arg default;0
410;defin oslo privsep configur oslo privsep option resourc configur oslo privileg separ resourc openstack servic manag privsep entrypoint section given config resourc paramet entrypoint requir privsep entrypoint string valu default name config requir configur file manag string valu user option user privsep daemon run string valu default os servic default group option group privsep daemon run string valu default os servic default capabl option list linux capabl retain privsep daemon list valu default os servic default helper command option command invok start privsep daemon use fork method specifi default generat use sudo privsep helper argument design recreat current configur command must accept suitabl privsep context privsep sock path argument default os servic default exampl oslo privsep osbrick config nova config defin oslo privsep config entrypoint name user os servic default group os servic default capabl os servic default helper command os servic default privsep option privsep entrypoint user valu user privsep entrypoint group valu group privsep entrypoint capabl valu capabl privsep entrypoint helper command valu helper command creat resourc config privsep option;0
411;copyright miranti inc licens apach licens version licens may use file except complianc licens may obtain copi licens http www apach org licens licens unless requir applic law agre write softwar distribut licens distribut basi without warranti condit kind either express impli see licens specif languag govern permiss limit licens add nat tabl node rang class cobbler nat nat rang exec path usr bin bin usr sbin sbin exec enabl forward command echo proc sys net ipv ip forward unless cat proc sys net ipv ip forward grep q exec save ipv forward command sed follow symlink e net ipv ip forward etc sysctl conf echo net ipv ip forward etc sysctl conf unless grep q net ipv ip forward etc sysctl conf case operatingsystem cento redhat exec enabl nat command iptabl nat postrout nat rang nat rang j masquerad etc init iptabl save unless iptabl nat postrout grep q postrout nat rang nat rang j masquerad exec enabl nat filter command iptabl filter forward j accept etc init iptabl save unless iptabl filter forward grep q forward j accept debian ubuntu order save rule make rais boot suppos defin resourc file etc network post iptablessav file etc network pre iptablesload two resourc alreadi defin cobbler iptabl class use default init pp file alreadi file defin exec enabl nat command iptabl nat postrout nat rang nat rang j masquerad iptabl save c etc iptabl rule unless iptabl nat postrout grep q postrout nat rang nat rang j masquerad exec enabl nat filter command iptabl filter forward j accept iptabl save c etc iptabl rule unless iptabl filter forward grep q forward j accept default;1
412;class openstack integr repo case osfamili debian includ apt mitaka alreadi packag need uca operatingsystem ubuntu versioncmp operatingsystemmajreleas class openstack extra repo debian ubuntu releas mitaka packag requir true els class openstack extra repo debian ubuntu releas newton repo updat packag requir true uca locat uca mirror host ceph packag uca ceph com offici packag ceph com want make sure ceph instal apt pin ceph prioriti origin download ceph com redhat class openstack extra repo redhat redhat manag rdo fals manag epel fals repo hash newton current baseurl https trunk rdoproject org cento master ac e ff cd cf bc f af descr newton current gpgcheck prioriti newton delorean dep baseurl http buildlog cento org cento cloud x openstack newton descr newton delorean dep gpgcheck prioriti default fail unsupport osfamili osfamili cento deploy ceph use sig repositori get rid epel https wiki cento org specialinterestgroup storag operatingsystem cento enabl sig true enabl epel fals els enabl sig fals enabl epel true class ceph repo enabl sig enabl sig enabl epel enabl epel ceph mirror ceph mirror host;1
413;class neutron quota setup neutron quota paramet default quota option default number resourc allow per tenant minus unlimit default os servic default quota network option number network allow per tenant minus mean unlimit default os servic default quota subnet option number subnet allow per tenant minus mean unlimit default os servic default quota port option number port allow per tenant minus mean unlimit default os servic default quota router option number router allow per tenant minus mean unlimit requir l extens default os servic default quota floatingip option number float ip allow per tenant minus mean unlimit requir l extens default os servic default quota secur group option number secur group allow per tenant minus mean unlimit requir securitygroup extens default os servic default quota secur group rule option number secur rule allow per tenant minus mean unlimit requir securitygroup extens default os servic default quota driver option default driver use quota check default os servic default quota firewal option number firewal allow per tenant unlimit default os servic default quota firewal polici option number firewal polici allow per tenant unlimit default os servic default quota firewal rule option number firewal rule allow per tenant unlimit default quota health monitor option number health monitor allow per tenant negat valu mean unlimit default os servic default quota member option number pool member allow per tenant negat valu mean unlimit default os servic default quota network gateway option number network gateway allow per tenant unlimit default quota packet filter option number packet filter allow per tenant unlimit default quota pool option number pool allow per tenant negat valu mean unlimit default os servic default quota vip option number vip allow per tenant negat valu mean unlimit default os servic default deprec paramat quota item option resourc name support quota featur default undef class neutron quota default quota os servic default quota network os servic default quota subnet os servic default quota port os servic default l extens quota router os servic default quota floatingip os servic default securitygroup extens quota secur group os servic default quota secur group rule os servic default quota driver os servic default quota firewal os servic default quota firewal polici os servic default quota firewal rule quota health monitor os servic default quota member os servic default quota network gateway quota packet filter quota pool os servic default quota vip os servic default deprec pamamet quota item undef includ neutron dep quota item warn quota item deprec effect remov newton cycl neutron config quota default quota valu default quota quota quota network valu quota network quota quota subnet valu quota subnet quota quota port valu quota port quota quota router valu quota router quota quota floatingip valu quota floatingip quota quota secur group valu quota secur group quota quota secur group rule valu quota secur group rule quota quota driver valu quota driver quota quota firewal valu quota firewal quota quota firewal polici valu quota firewal polici quota quota firewal rule valu quota firewal rule quota quota health monitor valu quota health monitor quota quota member valu quota member quota quota network gateway valu quota network gateway quota quota packet filter valu quota packet filter quota quota pool valu quota pool quota quota vip valu quota vip;1
414;defin resourc type haproxi listen type setup listen servic configur block insid haproxi cfg file haproxi load balanc listen servic configur need one load balanc member server declar haproxi balancermemb defin resourc type use storeconfig export haproxi balancermemb resourc load balanc member server collect singl haproxi load balanc server requir depend current requir puppetlab concat modul puppet forg use storeconfig puppet master export collect resourc balanc member paramet name namevar defin resourc type listen servic name name goe right listen statement haproxi cfg port port proxi listen connect ip address specifi ipaddress paramet accept either singl comma separ string array string may port hyphen port rang ipaddress ip address proxi bind empti address mean proxi listen valid address system bind set ip address port bind option bind ssl crt path crt pem mode mode oper listen servic valid valu undef tcp http health option hash option insert listen servic configur block bind option deprec array option specifi bind declar listen serivc configur block collect export boolean default true true mean collect export balancermemb resourc case everi balancermemb node export fals mean reli exist declar balancermemb resourc case know full set balancermemb advanc use haproxi balancermemb array argument allow deploy everyth run exampl export resourc balanc member haproxi listen puppet ipaddress ipaddress port mode tcp option option tcplog ssl hello chk balanc roundrobin author gari larizza gari puppetlab com defin haproxi listen port undef ipaddress undef bind undef mode undef collect export true order option option tcplog ssl hello chk balanc roundrobin use includ haproxi param use includ deprec bind option port bind fail use port bind mutual exclus pleas choos either one ipaddress bind fail use ipaddress bind mutual exclus pleas choos either one bind option warn bind option paramet deprec pleas use bind instead bind valid hash bind defin haproxi backend name fail haproxi backend resourc discov name name support use includ target etc haproxi conf order name cfg fragment order concat target owner group mode els target etc haproxi haproxi conf fragment order order name templat use name ipaddress port option concat fragment name listen block order fragment order target target content templat haproxi haproxi listen block erb collect export haproxi balancermemb collect export name els resourc creat introduc concat fragment anyth;1
415;class cinder backend solidfir configur cinder volum solidfir driver paramet particular volum driver paramet volum backend name option allow volum backend name separ name default name volum driver option setup cinder volum use solidfir volum driver default cinder volum driver solidfir solidfiredriv san ip requir ip address solidfir cluster mvip san login requir usernam solidfir admin account san password requir password solidfir admin account sf emul option use byte emul volum default os servic default sf allow tenant qos option allow tenant specifi qos via volum metadata default os servic default sf account prefix option prefix use creat tenant account solidfir cluster default os servic default sf templat account name option account name solidfir cluster use owner templat cach volum creat exist default os servic default sf allow templat cach option creat intern cach copi imag bootabl volum creat elimin fetch glanc qemu convers subsequ call default os servic default sf api port option port id use connect solidfir api default os servic default sf volum prefix option creat solidfir volum prefix volum name form sf volum prefix cinder volum id default os servic default sf svip option overrid default cluster svip one specifi requir deploy implement use vlan iscsi network cloud default os servic default sf enabl volum map option creat intern map volum id account optim lookup perform expens memori larg deploy may want consid set fals default os servic default sf enabl vag option util volum access group per tenant basi default os servic default manag volum type option whether manag cinder volum type set true cind volum type creat volum backend name volum backend name key valu default fals extra option option hash extra option pass backend stanza default exampl solidfir backend param valu valu defin cinder backend solidfir san ip san login san password volum backend name name volum driver cinder volum driver solidfir solidfiredriv sf emul os servic default sf allow tenant qos os servic default sf account prefix os servic default sf templat account name os servic default sf allow templat cach os servic default sf api port os servic default sf volum prefix os servic default sf svip os servic default sf enabl volum map os servic default sf enabl vag os servic default manag volum type fals extra option cinder config name volum backend name valu volum backend name name volum driver valu volum driver name san ip valu san ip name san login valu san login name san password valu san password secret true name sf emul valu sf emul name sf allow tenant qos valu sf allow tenant qos name sf account prefix valu sf account prefix name sf templat account name valu sf templat account name name sf allow templat cach valu sf allow templat cach name sf api port valu sf api port name sf volum prefix valu sf volum prefix name sf svip valu sf svip name sf enabl volum map valu sf enabl volum map name sf enabl vag valu sf enabl vag manag volum type cinder type volum backend name ensur present properti volum backend name volum backend name creat resourc cinder config extra option;1
416;class magnum keyston auth configur magnum user servic endpoint keyston paramet password requir password magnum user auth name usernam magnum servic default magnum email email magnum user default magnum localhost tenant tenant magnum user default servic configur endpoint magnum endpoint configur default true configur user option servic user configur default true configur user role option admin role configur servic user default true servic type type servic default contain infra region region endpoint default regionon servic name option name servic default valu auth name public url option endpoint public url default http v url contain trail admin url option endpoint admin url default http v url contain trail intern url option endpoint intern url default http v class magnum keyston auth password auth name magnum email magnum localhost tenant servic configur endpoint true configur user true configur user role true servic name undef servic type contain infra region regionon public url http v admin url http v intern url http v real servic name pick servic name auth name configur user role keyston user role auth name tenant servic name magnum server keyston endpoint region real servic name servic name servic name magnum server keyston resourc servic ident magnum configur user configur user configur user role configur user role configur endpoint configur endpoint servic name real servic name servic type servic type servic descript magnum contain servic region region auth name auth name password password email email tenant tenant public url public url intern url intern url admin url admin url;1
417;class swift proxi swauth paramet packag ensur status python swauth packag default present swauth endpoint option endpoint use autent swauth wsgi default swauth super admin key option swauth wsgi filter admin key default swauthkey class swift proxi swauth swauth endpoint swauth super admin key swauthkey packag ensur present includ swift dep packag python swauth ensur packag ensur packag swift proxi tag swift packag concat fragment swift proxi swauth target etc swift proxi server conf content templat swift proxi swauth conf erb order;1
418;copyright miranti inc licens apach licens version licens may use file except complianc licens may obtain copi licens http www apach org licens licens unless requir applic law agre write softwar distribut licens distribut basi without warranti condit kind either express impli see licens specif languag govern permiss limit licens class lma collector collectd memcach host port valid integ port class collectd plugin memcach host host port port lma collector collectd python collectd memcach check config host host port port;0
419;class gnocchi config class use manag arbitrari gnocchi configur paramet gnocchi config option allow configur arbitrari gnocchi configur valu hash gnocchi config resourc exampl default foo valu foovalu default bar valu barvalu yaml format exampl gnocchi config default foo valu foovalu default bar valu barvalu gnocchi api past ini option allow configur etc gnocchi api past ini option note configur must alreadi handl modul puppet catalog compil fail duplic resourc class gnocchi config gnocchi config gnocchi api past ini valid hash gnocchi config valid hash gnocchi api past ini creat resourc gnocchi config gnocchi config creat resourc gnocchi api past ini gnocchi api past ini;0
