;texts;labels
1868;chang meshio class templat type mesh write previous expect mesh preclud write boundarymesh sinc type mesh write boundari mesh work meshtool ;0
1869;fix unus variabl warn meshdata remov ;0
1870;fix unus variabl warn opt mode ;0
1871;workaround make alway possibl plot error vector discontinu ;0
1872;gave better name option flag pass prepar use skip renumb node element ;0
1873;handl null element equationsystem get solut ;0
1874;function remov certain element mesh need someth like get rid face element gener mesh tetgen ;0
1875;factor function neighbor element dof send list make function thorough handl special case problem tim testcas ;0
1876;small document fix doxygen run without complaint simplifi correct param list handl safe ;0
1877;merg pull request pbauman time solver fix ;0
1878;use node iter instead loop mesh node move second order vertic boundari ;0
1879;chang activ element definit use refinementflag field subact activ ancestor element state separ element coarsen element contract ;0
1880;chang static elem build node build member return autoptr instead nake pointer way method public someon realli tri leak memori ;0
1881;gener element jacobian calcul allow edg element live space ;0
1882;switch back new period boundari condit code updat better handl case multipl pbc meet node ;0
1883;use element instead element memori address test cach valid ;0
1884;make sure node assign processor activ possibl ;0
1885;assign node processor activ element contain ;0
1886;use element iter instead index parallelmesh compat ;0
1887;allow access perfdata object ;0
1888;chang unsign int int petsc compat ;0
1889;sure mean unsign int mysiz infinit loop ;0
1890;make node dofobject non virtual ;0
1891;remov overzeal inff assert ;0
1892;support std complex data stream still need figur long doubl ;0
1893;fix warn platform compar neg constant unsign variabl ;0
1894;chang sgi understand sorri john mayb futur may command line option fix could find anyth manual page find inform web might abl put back mayb could ask spencer ;0
1895;document fix minor code cleanup ;0
1896;use std vector gmvio instead manual manag memori ;0
1897;manual complet send mpi ;0
1898;anoth swath zealou warn fix ;0
1899;chang disabl amr ;0
1900;disabl amr exampl disabl amr use ;0
1901;solut could overzeal common system time system time usag case ;0
1902;debug mode code make laspack close behavior match petsc behavior still work progress ;0
1903;remov overzeal assert ;0
1904;need system work parallel ;0
1905;trilino instal complain find mpi petsc header configur test chang fix trilino complain polymorph petsc function includ via petsc know suppos wrap petsc header extern sinc somewher around right ;0
1906;macbook linker recogn one option give duplic symbol error object file disabl gcc fix thing hope mess inl gcc build ;0
1907;macbook linker recogn one option give duplic symbol error object file disabl gcc fix thing hope mess inl gcc build ;0
1908;fix compil warn ;0
1909;fix stricter compil warn ;0
1910;lot fix compil warn ;0
1911;chang complex number ;0
1912;chang complex number ;0
1913;chang complex number ;0
1914;chang complex number ;0
1915;enforc sequenti dof number reduc storag dynam memori usag ;0
1916;hope better adjoint enabl complex fix ;0
1917;addit logic ghost element uniqu exchang use parallel mesh ;0
1918;user must abl extract writeabl node ptr build element hand ;0
1919;fix footer header doxygen gener doc ;0
1920;pick use definit vertex edg face node infinit element ;0
1921;get slepc error enabl complex one ;0
1922;fix typo ;0
1923;fix mislead comment ;0
1924;complement feinterfac map handl infinit element well ;0
1925;fix error messag end unus var warn ;0
1926;fix typo new bound box code ;0
1927;boundari condit tie pointer number allow node element renumb without mess boundari condit ;0
1928;fix cut past typo ;0
1929;fix typo previou macro chang ;0
1930;fix cut past typo ;0
1931;redesign mesh meshbas boundarymesh layout move thing meshbas work parallel mesh need move boundari node inform tie node number node pointer like element ;0
1932;tri comput node constraint period boundari case ;0
1933;rboomit chang fix typo output messag ;0
1934;assert catch case non parent get put parent error vector mistak ;0
1935;infinit edg node awar parent bracket node ;0
1936;jed brown patch fix matzerorow petsc ;0
1937;chang incorrect assert ;0
1938;anoth patch geordi mcbain fix exampl comment ;0
1939;chang xdrio error messag case fail file access print optim mode move test outsid assert ;0
1940;fix warn nanoflann ;0
1941;fix warn laspack ;0
1942;univers file write activ element case manual refin mesh write refin without leftov coarser element ;0
1943;fix warn found bibtex file ;0
1944;switch around compil option user overrid ;0
1945;switch around compil option user overrid ;0
1946;fix document unstructuredmesh write ;0
1947;updat citat fuent rong fix dodd iii tonk ;0
1948;fix warn ;0
1949;element constraint method ought default homogen constraint even heterogen case ;0
1950;vtk connect function user request subchild zero throw error vtk hex implement singl element ;0
1951;add element libmesh vtk file ;0
1952;handl lagrang superparametr element case ;0
1953;meshdata may also take user specifi node element data read file ;0
1954;node element delet also remov boundaryinfo ;0
1955;fix bit document mesh specif contain meshrefin boundarymesh object doc chang reflect fact ;0
1956;updat document exampl fix one overli includ enabl also older gcc compil use ostringstream left old code old code comment ;0
1957;detail refer count debug mode ;0
1958;long overdu implement rotat method fix typo thank martin ;0
1959;fix index error constraint ;0
1960;start use side class infinit element build side routin ;0
1961;mesh refactor node element storag detail push serialmesh parallelmesh ;0
1962;unit test framework type ;0
1963;constrain activ element tri constrain ancestor unnecessari tri constrain subact bug ;0
1964;fix warn uniniti variabl ;0
1965;comment overzeal assert non processor node want read write zip file parallel case ;0
1966;comment overzeal assert non processor node want read write zip file parallel case ;0
1967;weaken overzeal assert statement ;0
1968;cut past typo fix ;0
1969;make depend exampl file use question mark match number unfortun question mark match singl charact match chang use star instead realli minor fix ;0
1970;made partition set node processor public static member allow partit read file node processor get fix without build partition ;0
1971;fix minor indent issu ;0
1972;fix order document ;0
1973;fix shell color mac system may use linux specif syntax ;0
1974;fix document reflect new compil ;0
1975;fix comment ;0
1976;fix warn tetgen use libmesh cxxflag compil ;0
1977;updat comment fix spell error ;0
1978;fix warn cxx ;0
1979;fix mislead typo comment ;0
1980;refactor parmeti partition work parallel mesh assign parent subdomain need fix still case parallel mesh meti still default partition mesh serial otherwis parmeti call ;0
1981;fix header comment transient exampl ;0
1982;chang laspack interfac call solver initi guess necessari case examp keep solver exit iter fix look code see obviou problem ;0
1983;fix inaccur comment util function ;0
1984;equationsystem addit data stuff fix document clean system ;0
1985;fix typo libmesh boost ;0
1986;fix incorrectli past comment ;0
1987;trivial fix indent ;0
1988;fix comment reduc basi ;0
1989;fix errant whitespac ;0
1990;fix makefil ;0
1991;stylesheet fix ;0
1992;fix misspel ;0
1993;avoid compil bug disabl amr warn disabl mpi ;0
1994;ran applic bug point valu call element contain point would nice bug runtim error least debug devel mode rather harder catch numer error ;0
1995;increas granular perform log fix bug dofmap add neighbor send list caus send list becom excess larg slow dofmap sort send list method consider ;0
1996;increas granular perform log fix bug dofmap add neighbor send list caus send list becom excess larg slow dofmap sort send list method consider ;0
1997;updat news file includ latest bug fix ;0
1998;add output exercis postprocess point valu done earlier thank vikram catch point valu bug fix ;0
1999;tri number bug affect cubit ;0
2000;copi past bug chang triangl tetgen ;0
2001;peopl respons sack previou bug sack ;0
2002;disabl adapt coarsen exampl enabl parmesh bug fix ;0
2003;weird queri replac syntax bug ;0
2004;even non node constraint code need mesh ;0
2005;element node std vector move meshbas mesh long last still sever linger design issu address addit mesh subclass actual creat meshbas contain great deal pure virtual function reimplement deriv class certain make sens everi subclass probabl end anoth level abstract like unstructuredmesh actual mesh class addit clean probabl requir exampl run correctli compil enabl everyth find someth tri fix ;0
2006;appli adjoint constraint appropri ;0
2007;add mesh element dofobject order avoid later bug read complex solut ;0
2008;sure get enabl complex arefe case right without make real valu case much expens let make sure enabl complex still compil ;0
2009;use side class proxi build element side elimin need alloc dealloc connect storag array build side thu make elem build side member effici note implement yet case infinit element howev would easi add assum mani interior element infinit element also probabl littl perform impact ;0
2010;use new pack api elem node type ;0
2011;send receiv disabl mpi case ;0
2012;enabl period boundari constraint bug fix period boundari constraint silent weep period boundari constraint still buggi ;0
2013;rboomit chang enabl complex write truth solut use gmv instead exodu sinc exodu work enabl complex moment ;0
2014;rework user interfac build infinit element move build inf elem method mesh base modif ;0
2015;fix capit typo refactor ;0
2016;john bugfix xlc also cure thank lot john fix minor complaint issu ;0
2017;even mesh mode disabl case pointloc given local mesh point parallelmesh error case assert done higher level assert locat return null ;0
2018;serial parallelmesh compat ;0
2019;disabl constraint configur ;0
2020;miss scalar vector tensor oper tensor tensor scalar contract function made tensor friend class fix tensor vector vector multipl ;0
2021;tri remov lot unnecessari header file reason math includ mani place far tell need sqrt fab mayb pow case fix also start comment reason inclus standard header file includ std sort like includ header file speed compil time bit ;0
2022;reli gnu make auto regener depend base includ line seem work better put phoni seem fix problem make would updat depend everi time would use pre updat version ;0
2023;neighbor norm calcul verifi jacobian also code constrain neighbor residu jacobian code may incorrect definit need doubl check appear numer jacobian calcul elem neighbor cross term need fix ;0
2024;fix warn gener tri ignor warn ;0
2025;fix warn gener tri ignor warn ;0
2026;fix new unus variabl warn contrib ;0
2027;fix unus variabl warn exampl ;0
2028;fix unus variabl warn exampl ;0
2029;fix unus variabl warn ;0
2030;fix unus variabl warn elemcutt ;0
2031;fix unus variabl warn ;0
2032;fix unus variabl warn ;0
2033;fix unus variabl warn ;0
2034;typo fix previou commit ;0
2035;fix typo previou commit ;0
2036;use libmesh norm instead std norm wide make numericvector dot return type attempt fix distributedvector min max ;0
2037;pgi fix realli need http mailman ucar edu pipermail met help juli html ;0
2038;pgi fix realli need http mailman ucar edu pipermail met help juli html ;0
2039;extra content div header footer seem fix class namespac file page hurt anyth els bad ;0
2040;parallel flag consist may need come first avoid fals posit outdat ghost element flag last fix inconsist gener previou flag smooth oper ;0
2041;merg pull request robert vtksmartpoint fix ;0
2042;remov manual margin size fix ugli page format xda format pdf ;0
2043;request still need copi constructor cleanup work fix stl compat memori leak use post wait work ;0
2044;run parallel meshdata object get set correctli parallel mesh read probabl fix someday ;0
2045;bugfix comment line line paramet prefix ;0
2046;fix minor space format issu ;0
2047;minor mod newmarksystem fix matric assembl twice ;0
2048;fullpag fix ugli page format xda format pdf ;0
2049;fix clang warn comparison integ differ sign assert ;0
2050;fix warn show dbg mode enabl complex ;0
2051;fix mayb uniniti warn gcc ;0
2052;forward declar strang syntax fix templat member friend function ;0
2053;fix document typo word includ geom ;0
2054;fix document typo word includ quadratur ;0
2055;updat news file bugfix releas ;0
2056;misc updat fix typo document ;0
2057;add non special version commun receiv main header fix implement disabl mpi ;0
2058;better option print constraint bugfix handl corner case commun constraint distribut mesh ;0
2059;revert proper const iter figur fix return refer temporari problem ;0
2060;make sure singleton creat work properli temporari fix help debug ;0
2061;fix warn overload virtual function hide ;0
2062;comment bugfix unrefin island test ;0
2063;fix compil warn potenti memori leak ;0
2064;deprec skip renumb argument fix behavior work expect remov ;0
2065;delet trail whitespac fix format ;0
2066;creat tag libmesh bugfix top ;0
2067;header fix complaint undefin ostream ;0
2068;merg pull request pbauman vtk header fix ;0
2069;fix unus variabl warn map ;0
2070;fix unus variabl warn ;0
2071;fix unus variabl warn debug mode ;0
2072;fix non initi variabl warn ;0
2073;revert new meti neighbor code fix ;0
2074;merg pull request pbauman fix typevec doc ;0
2075;merg pull request robert vtksmartpoint fix ;0
2076;merg pull request rwcarlsen fix ;0
2077;massiv comment fix copyright consist ;0
2078;minor fix cut past comment ;0
2079;minor fix cut past comment ;0
2080;fix space indent splitter app ;0
2081;attempt fix unknown compil question multimap support ;0
2082;fix relat type mismatch fem system ;0
2083;tag releas hex amr boundari fix ;0
2084;fix deprec use point size exampl ;0
2085;fix document typevector oper ;0
2086;forgot add depend fix cvsignor ;0
2087;fix unus variabl warn parsedfemfunct ;0
2088;fix unus variabl warn ;0
2089;fix unus variabl warn ;0
2090;fix mayb uniniti warn gcc ;0
2091;fix warn make mesh number contigu ;0
2092;fix deprec warn unit test ;0
2093;commit rest old vtk compat fix ;0
2094;copyright info fix barebon build ;0
2095;fix document format typo ;0
2096;fix multipl statement singl line ;0
2097;fix space indent issu ;0
2098;fix space indent issu ;0
2099;comment fix configur test ;0
2100;fix compil warn older petsc ;0
2101;fix assort clang warn ;0
2102;fix remain style comment ;0
2103;fix better usag doc ;0
2104;fix older app makefil ;0
2105;fix outdat szabab comment ;0
2106;fix make variabl namespac ;0
2107;fix initi order warn ;0
2108;fix constructor order warn ;0
2109;syntax fix mpi present ;0
2110;oop forgot check fix ;0
2111;fix error messag format ;0
2112;fix miss header includ ;0
2113;fix new exampl enabl complex ;0
2114;fix sign unsign warn debug mode ;0
2115;fix statement space ;0
2116;problem descript propos fix ;0
2117;fix winconsist miss overrid warn ;0
2118;fix minor format issu ;0
2119;fix trail whitespac issu ;0
2120;fix doxygen warn ;0
2121;fix warn libmesh exodu api ;0
2122;fix oper typo ;0
2123;fix typo comment ;0
2124;fix typo comment ;0
2125;minor typo fix ;0
2126;index typo fix ;0
2127;fix typo exampl ;0
2128;typo fix use complex number case ;0
2129;fix anachronist exampl name messag ;0
2130;fix warn sign unsign comparison ;0
2131;fix warn sign unsign comparison ;0
2132;fix doxygen comment mistak ;0
2133;fix date comment ;0
2134;fix incorrect quot ;0
2135;fix indent doxygen mainpag ;0
2136;fix bibtex warn ;0
2137;fix trail whitespac ;0
2138;tag releas last bug fix ;0
2139;fix error messag ;0
2140;fix gcc warn ;0
2141;fix wshadow warn ;0
2142;fix newlin warn ;0
2143;fix space issu ;0
2144;fix space issu ;0
2145;fix miss whitespac ;0
2146;fix funki comment last commit ;0
2147;fix compil warn ;0
2148;minor document fix ;0
2149;fix document typo ;0
2150;typo fix ;0
2151;typo fix ;0
2152;typo fix ;0
2153;typo fix ;0
2154;fix typo ;0
2155;typo fix ;0
2156;typo fix ;0
2157;typo fix ;0
2158;fix typo ;0
2159;fix warn ;0
2160;fix warn libmesh mpi ;0
2161;fix comment ;0
2162;fix indent ;0
2163;fix format ;0
2164;distcheck fix ;0
2165;fix typo ;0
2166;fix includ ;0
2167;fix typo ;0
2168;fix freudian slip comment ;0
2169;fix comment ;0
2170;typo fix ;0
2171;typo fix ;0
2172;typo fix ;0
2173;terminolog fix comment ;0
2174;doc fix ;0
2175;fix petsc ;0
2176;fix petsc ;0
2177;fix petsc ;0
2178;fix petsc ;0
2179;whitespac fix ;0
2180;fix unsign int size mismatch loop ;0
2181;document fix ;0
2182;fix warn dot fontnam ;0
2183;fix warn libmesh parmeti ;0
2184;document fix ;0
2185;document fix ;0
2186;system remov vector implement jen lohn eftang correct atavist comment vector ;0
2187;factor mpi allreduc code parallel method ;0
2188;explicitli disabl parallel send without commworld ;0
2189;heterogen femsystem qoi deriv constraint ;0
2190;topolog neighbor need const pbc ;0
2191;check tim kroger diagon select select diagon reselect diagon reselect optim diagon function ;0
2192;make refspac node match basi function definit pyramid ;0
2193;cast long int match print statement altern could chang ;0
2194;add use parallel support vector tensor ;0
2195;comput constraint next remot elem ;0
2196;add local elem variabl make gdb use easier ;0
2197;make sure meshbas serial alway defin use ;0
2198;use full precis femsystem print debug avoid redund parallel synchron ;0
2199;patch roman vetter serial vtk output parallel data ;0
2200;use uniform space loop ;0
2201;use uniform space loop ;0
2202;move current xdr stuff legaci format make room new parallel mesh ;0
2203;allow heterogen constraint non primal ;0
2204;add meshfreesolutiontransf ;0
2205;add heterogen constrain element vector ;0
2206;add unit test noinst program ;0
2207;add flaggedpid multipred ;0
2208;add meshfunctionsolutiontransf ;0
2209;make set level treatment ancestor level reliabl add unfortun hack level interfac new project constraint code need ;0
2210;revert test type openmpi happi second mpt fix includ libmesh parallel error invalid static cast type ompi commun type int ;0
2211;fix refin error fraction parallel use exit error tri use yet fix method parallel mesh ;0
2212;fix warn come meti header file via petsc ;0
2213;parallel verifi written ters ;0
2214;updat reduc basi use new femcontext api ;0
2215;updat citat ;0
2216;anoth affin map optim ;0
2217;minor chang iter function provid meshbas elem class non standard typedef remov construct avoid part code also use std make pair implement clean syntax quadratur rule sever place foolishli take pointer instead refer chang none chang affect user interfac ;0
2218;includ libmesh common assert ;0
2219;updat boost makefil ;0
2220;call numericvector build pass commun vector get creat properli ;0
2221;std thread compat ;0
2222;chang complex number ;0
2223;ters complex compat move assert ;0
2224;autoptr longer use anyth ;0
2225;add quad volum ;0
2226;creat php document directli doc dir ;0
2227;updat svn ignor ;0
2228;remov petscmatrix updat prealloc zero ;0
2229;merg pull request dknez eim refactor ;0
2230;creat exampl doc slightli robust ;0
2231;exampl doc target ;0
2232;replac null libmesh nullptr exampl ;0
2233;updat makefil file use rebuild xyz script ;0
2234;add time depend detect compositefunct ;0
2235;system equat actual use updat prealloc zero ;0
2236;offici deprec unoffici deprec elem function ;0
2237;run bootstrap ;0
2238;libmesh assert valid dof one system time ;0
2239;merg pull request dknez exodusii pyramid sideset ;0
2240;add configur test cxx nullptr ;0
2241;unit test compositefunct time depend ;0
2242;skip ;0
2243;enabl configur option ;0
2244;includ libmesh nullptr libmesh common ;0
2245;add tri volum ;0
2246;constfunct never time depend ;0
2247;add notion time depend functionbas ;0
2248;store coars vector includ adjoint solv solv save ;0
2249;forgot file ;0
2250;replac null libmesh nullptr librari ;0
2251;merg pull request dknez memori leak fix ;0
2252;write case file iostream ;0
2253;allow differ slepc petsc version number seem default ubuntu right ;0
2254;updat traffic ;0
2255;skip neighbor neighbor offspr rang ;0
2256;merg branch tri volum ;0
2257;merg pull request vikramvgarg adjoint refin solv store ;0
2258;add quad volum ;0
2259;remov pthread uniqu thread ;0
2260;merg branch ensight ;0
2261;alloc meti data structur processor ;0
2262;non virtual analyticfunct clear ;0
2263;updat traffic ;0
2264;replac elem type string static map ;0
2265;add time depend detect parsedfunct ;0
2266;final cleanup ;0
2267;unit test parsedfunct time depend ;0
2268;use iostream write geometri ascii ;0
2269;use iostream write vector ascii ;0
2270;skip ;0
2271;use iostream write scalar ascii ;0
2272;minor comment clarif ;0
2273;merg branch quad volum ;0
2274;make extra ghost element save child elem ;0
2275;check earli return zero length vector ;0
2276;oop forgot ;0
2277;fix comment typo misc makefil ;0
2278;optim eim construct code multipl project variabl one big system separ project variabl give result use less memori ;0
2279;merg pull request roystgnr rereoptim project ;0
2280;guard uniqu code ifdef ;0
2281;restor deprec old intersect api name ;0
2282;add miss ifdef uniqu guard ;0
2283;merg pull request roystgnr disabl uniqu bugfix ;0
2284;add test delet function ;0
2285;run bootstrap ;0
2286;explicit default initi initi list ;0
2287;add test final keyword ;0
2288;clarifi comment ;0
2289;test newmark use first order style ;0
2290;ostreamproxi shallow copi constructor remov coupl superflu semicolon ;0
2291;add lagrang case interior project ;0
2292;add timesolv test class ;0
2293;pyramid face map info exodusii helper ;0
2294;add libmesh delet libmesh final macro ;0
2295;merg pull request roystgnr distribut mesh test ;0
2296;merg pull request jwpeterson eigen gmre ;0
2297;revert demonstr use eigen gmre solver introduct ;0
2298;merg pull request jwpeterson dens vector eigen ;0
2299;use libmesh error msg macro meshtool ;0
2300;merg pull request jwpeterson updat prealloc zero ;0
2301;use libmesh error msg compar ;0
2302;set slepc solver option eigenproblem ;0
2303;better document boundaryinfo boundari ;0
2304;merg pull request roystgnr eigenproblem option ;0
2305;static build method quadratur rule need ifem fun move exampl ifem exampl exampl depart exampl dwell use qbase build namespac quadraturerul similar elemqu etc ;0
2306;demonstr use eigen gmre solver introduct ;0
2307;merg pull request roystgnr bound box fix ;0
2308;merg pull request roystgnr numer jacobian fix ;0
2309;merg branch spatial dimens ;0
2310;merg pull request roystgnr write node uniqu ;0
2311;merg pull request jwpeterson gcc osx fix ;0
2312;add gmre support eigensparselinearsolv ;0
2313;ignor deprec warn eigen header ;0
2314;mark numericvector deriv class final ;0
2315;auto regener list public miscellan addit statu chang includ first public ;0
2316;merg pull request jwpeterson cxx ;0
2317;dot var order time evolv ;0
2318;support output element variab exodu ;0
2319;exampl doc updat ;0
2320;merg pull request roystgnr pack rang bugfix ;0
2321;add miss libmesh overrid slit mesh test ;0
2322;tweak ;0
2323;make exampl doc part make doc ;0
2324;updat timesolv test class libmesh overrid ftw ;0
2325;delet remot element inappropri ;0
2326;offici deprec old mesh constructor ;0
2327;updat svn ignor ;0
2328;offici deprec unoffici deprec meshbas function ;0
2329;merg pull request roystgnr slit mesh uniqu ;0
2330;updat document exampl program ;0
2331;accessor tempor data member transientrbsystem ;0
2332;slit mesh restart may fail without uniqu ;0
2333;merg pull request libmesh pack rang refactor rebas ;0
2334;mark sparsematrix subclass libmesh final ;0
2335;use new time evolv api timesolv test ;0
2336;accessor plane class return planar point posit plane ;0
2337;remov forgotten debug print statement ;0
2338;period boundari condit work specifi variabl ;0
2339;add predic iter iter set subdomain ;0
2340;regener configur updat comment ;0
2341;run bootstrap ;0
2342;merg pull request pbauman second order var first order timesolv rebas ;0
2343;mark elem leaf class libmesh final ;0
2344;mark qbase subclass libmesh final ;0
2345;misc use exodu file extens recogn paraview ;0
2346;updat timesolv test class name ;0
2347;move line ;0
2348;updat cleanfil list misc ;0
2349;switch quadratur quad volum ;0
2350;replac vectormap find vectormap count call ;0
2351;merg pull request libmesh andrsd zero impl ;0
2352;allow keyword pars correctli ;0
2353;updat traffic ;0
2354;updat statist februari ;0
2355;merg pull request jwpeterson tripl product ;0
2356;updat citat ;0
2357;optim point class remov unnecessari constructor call ;0
2358;add eigen base optim densevector dot ;0
2359;tri refactor gener ;0
2360;disabl exampl work singl precis ;0
2361;comment refactor prism split ;0
2362;merg pull request roystgnr assert one system ;0
2363;use new boundaryinfo accessor ;0
2364;use new functor style ;0
2365;perf log ;0
2366;optim evalu vertex node ;0
2367;merg pull request roystgnr extra ghost children ;0
2368;use distributedmesh temporari even serial ;0
2369;updat citat ;0
2370;updat svn ignor ;0
2371;updat citat ;0
2372;merg pull request roystgnr serial distribut ;0
2373;merg branch hex volum ;0
2374;add tripl product typevector ;0
2375;use tripl product hex volum ;0
2376;allow user control matrix zero ;0
2377;set svn ignor ;0
2378;use tripl product pyramid volum ;0
2379;uhp forgot check header file ;0
2380;use tripl product tet volum ;0
2381;move truth output resiz rbsystem initi system ;0
2382;merg pull request jwpeterson fix vectormap ;0
2383;use tripl product remain elem volum formula ;0
2384;clean exampl target conveni ;0
2385;exampl use complex number ;0
2386;updat citat ;0
2387;merg pull request jwpeterson fix bit ;0
2388;use libmesh prefix precis macro ;0
2389;first order timesolv handl second order var ;0
2390;updat citat ;0
2391;updat traffic ;0
2392;merg branch tree node opt ;0
2393;test header fail silent ;0
2394;add miss libmesh overrid note xujun zhao ;0
2395;add miss header ;0
2396;chang name comput posteriori bound comput max error bound made public ;0
2397;use std vector assign ;0
2398;small optim treenod ;0
2399;merg pull request roystgnr fix new test ;0
2400;use replic meshrefin ;0
2401;use meshbas replic checkpointio ;0
2402;enhanc api period boundari ;0
2403;add meshbas replic ;0
2404;perflog record time object exist total time spent log method allow meanin percentag display ;0
2405;fuent kirk preprint becom public griffith preprint link ;0
2406;updat traffic ;0
2407;destructor parallel request longer call mpi request free avoid unwant free request use std vector rather new method request free exist explicitli allow user free request ;0
2408;add miss semi colon class definit ;0
2409;synchron dof formerli hang node ;0
2410;add support write global variabl mesh file ;0
2411;use interpol lagrang edg ;0
2412;add firstorderunsteadysolv comput second order eqn ;0
2413;enabl singleprecis enabl tripleprecis configur option ;0
2414;newmarksystem deriv systembas exampl show newmarksystem use ;0
2415;add firstorderunsteadysolv prepar accel ;0
2416;regener public webpag ;0
2417;run contrib bin reindent includ ;0
2418;merg pull request roystgnr gcc ;0
2419;clean svn merg ;0
2420;updat mailmap file ;0
2421;ignor wmislead indent gcc ;0
2422;copi functor appropri ;0
2423;merg pull request roystgnr reoptim project ;0
2424;merg pull request dknez optim eim ;0
2425;updat citat ;0
2426;add unsteadysolv order var ;0
2427;merg branch tet volum ;0
2428;revert add quadratur base hex volum implement ;0
2429;merg branch hex volum ;0
2430;initi volum optim hex ;0
2431;optim hex volum ;0
2432;updat traffic ;0
2433;merg branch hex volum ;0
2434;cast pack rang exampl ;0
2435;libmesh libmesh ;0
2436;merg pull request permcodi pack rang fixup ;0
2437;wrap pragma ifdef avoid gcc warn ;0
2438;merg pull request jwpeterson ifdef pragma ;0
2439;add hex volum ;0
2440;precomput quadratur point power hex volum ;0
2441;newlin end file ;0
2442;merg branch hex volum ;0
2443;optim hex volum slightli ;0
2444;add quadratur base hex volum implement ;0
2445;vectormap algorithm implement std lower bound ;0
2446;merg remot track branch permcodi issu ;0
2447;merg branch quad volum ;0
2448;merg pull request jwpeterson nullptr ;0
2449;switch fifth order quadratur tri volum ;0
2450;merg branch tri volum ;0
2451;switch consist quad volum implement ;0
2452;merg branch quad volum ;0
2453;set svn ignor ;0
2454;merg pull request pbauman function base time depend ;0
2455;add edg volum ;0
2456;assert valid dof alreadi set ;0
2457;ident set diagon weight method systemnorm ;0
2458;merg pull request roystgnr fix mistaken distribut ;0
2459;merg branch edg volum ;0
2460;correct exampl number comment disabl non petsc build ;1
2461;add tet volum ;0
2462;add quadratur base prism volum implement ;0
2463;need looser toler enabl singleprecis pass quadratur unit test ;0
2464;merg branch prism volum ;0
2465;revert add quadratur base volum implement pyramid ;0
2466;merg pull request roystgnr rerereoptim project ;0
2467;merg branch pyramid volum ;0
2468;add pyramid volum ;0
2469;level amr support across period boundari ;0
2470;option matric variabl weight systemnorm ;0
2471;chang optim eim store inner product basi function ;0
2472;add test first order timesolv second order problem ;0
2473;merg pull request jwpeterson partit ;0
2474;add pyramid volum ;0
2475;merg branch pyramid volum ;0
2476;helper function check scalar var ;0
2477;add unsteadysolv get second order dot var api impl ;0
2478;cach map second order var vel var ;0
2479;add support adapt quadratur rule ;0
2480;add quadratur base volum implement pyramid ;0
2481;abaqusio allow shorter string instead ;0
2482;exampl codi use test periodicboundari well new work interact meshrefin ;0
2483;add prism volum ;0
2484;hoist comput inner loop ;0
2485;merg branch prism optim ;0
2486;reduc basi chang add method plot eim parameter function ;0
2487;merg pull request dknez plot eim function ;0
2488;support subset solv ;0
2489;merg pull request jwpeterson abaqu gener ;0
2490;merg branch prism volum ;0
2491;merg branch prism volum ;0
2492;add unit test vectormap find count ;0
2493;flag transient system ensur comput project error truth solv truth solv call train reduc basi otherwis call unnecessari ;0
2494;merg pull request vikramvgarg adjoint ref valu ;0
2495;abaqusio support gener elset nset ;0
2496;updat citat ;0
2497;add prism volum ;0
2498;merg pull request jwpeterson deprec ;0
2499;bootstrap ;0
2500;avoid overlength string warn libmesh assert call ;0
2501;clean vtk part ;0
2502;call regener set appropri ;0
2503;forgot updat smart meshbas write std string method ;0
2504;synchron next side build extrus ;0
2505;meshtool use meshbas second order method rework hex support unv obviou ;0
2506;move read unv write unv method mesh meshbas boundarymesh may also written unv ;1
2507;oop remov commit ;0
2508;opteron ignor list ;0
2509;merg pull request roystgnr node bcid fix ;0
2510;add unit test subdomainpartition ;0
2511;put abil choos number partit back meshbas also function argument back meshtool ;0
2512;boundaryinfo regener set ;0
2513;trivial chang read unv doubt realli effect perform ;0
2514;magnitud complex number write result tecplot format format ;0
2515;troubl pre defin toler meshbas build inf elem chang time could determin bound box mesh improv speed contain point infinit cell appli ben trick use size instead size point whenev possibl ;0
2516;gmshio allow multipl lower dimension element ;0
2517;handl empti semiloc mesh mesh extrus ;0
2518;forgot replac make rule ;1
2519;add full meshdata support xdr file featur got lost releas libmesh back work ;1
2520;merg pull request jwpeterson guard petsc ;0
2521;extend creat bound box work quadtre ;0
2522;remov preprint paper plot ;0
2523;add new file list updat makefil ;0
2524;run boostrap ;0
2525;check state ifstream correct simpli check bad bad bit set file exist instead failbit set therefor correct check stream good assert good rather bad ;1
2526;move tick mark jan year suppress month label ;0
2527;commit manufactur cvssvn creat tag libmesh pre ;0
2528;miss return statement ;1
2529;commit manufactur cvssvn creat tag libmesh ;0
2530;comment ;0
2531;merg pull request jwpeterson uniqu boundari ;0
2532;set remot elem link mesh extrus ;0
2533;separ function repeat partit repartit member ;0
2534;updat statist pdf siam cse ;0
2535;initi support parmeti ;0
2536;updat citat count plot ;0
2537;merg pull request roystgnr distribut extrus ;0
2538;updat tinyurl ize link ;0
2539;class meshdataunv header access data specifi begin univers file dataset ;0
2540;mesh class longer includ meshrefin object sinc strictli necessari also boundarymesh object remov mesh explicitli creat need see meshtool reduc object depend decreas size mesh object ;0
2541;updat citat ;0
2542;merg pull request roystgnr loos bound box ;0
2543;partition access factori petscmatrix add matrix longer need cast away const ness least petsc check older version ;0
2544;forget petsc requir cast put back ;0
2545;describ mesh meshbas offer ;0
2546;consist name newtonsolv privat member ;0
