;texts;labels
591;fix timestep copi correctli fix issu ;1
592;fix issu correct link exampl ;1
593;fix failur time present inpread ;1
594;fix pqr coordin read gromac flavour ;1
595;fix trz reader iter properli ;1
596;hbond fix failur import warn ;1
597;defaul valu hbond fix minor error xyz ;1
598;test datafil fix import list crd small crd ;1
599;fix pointselect kdtree remov ;1
600;fix dihedr function atomgroup ;1
601;fix requir numpi setup ;1
602;fix test reindex growrit ;1
603;fix fail test test model ;1
604;fix wrong knownfailur import ;1
605;exampl updat fix normal radial distribut function redrew figur ;1
606;pdb fix accord discuss commit bfffdbc ;1
607;fix regress pdb introduc commit cfdedc ;1
608;fix check dcd extens alway fail ;1
609;fix principleax return garbag port trunk ;1
610;fix lib util greedi splitext ;1
611;fix saniti check result seg fault ;1
612;fix numpi import ;1
613;fix mdanalysistest instal inpcrd data ;1
614;fix author file includ distribut ;1
615;fix empti univers topolog dict ;1
616;fix chainread format kwarg ;1
617;fix lammpspars like compress format ;1
618;fix import name collis test atomgroup quantifiedcod ;1
619;fix log tprparser ;1
620;fix numpi leafletfind ;1
621;fix bond select ;1
622;fix encor compil warn ;1
623;fix issu xtc writer broken fix provid danni parton unit test pass ;1
624;fix broken link hole doc ;1
625;fix lammp pdb merg confict ;1
626;fix get writer ;1
627;fix residuegroup segmentgroup index ;1
628;fix usag tempdir ;1
629;fix residuegroup segmentgroup recordtyp access ;1
630;fix duplic name test ;1
631;fix test case test atomgroup testwritepdb test write univers ;1
632;fix anoth veloc test ;1
633;fix code get mash ;1
634;pytest style topolog test mol ;1
635;fix sphinx warn ;1
636;fix txyz rst bullet list ;1
637;fix test contact ;1
638;fix test persistencelength ;1
639;fix test psa ;1
640;fix whitelist singular plural attribut ;1
641;fix rmsd fit trj fail write xtc file ;1
642;fix import tpr parser ;1
643;fix test hbond ;1
644;pytest style analysi test leaflet ;1
645;fix atomgroup bbox ;1
646;fix type select ;1
647;fix analysi densiti requir deprec trajectori attribut ;1
648;fix except display psf file name ;1
649;fix python requir statement use ;1
650;fix type select ;1
651;fix type check metric filenam ;1
652;fix issu primitivepdbwrit bug ;1
653;fix psa conflict numpi ;1
654;partial fix test hbond ;1
655;fix unit must utf ;1
656;hbond fix bug save ;1
657;fix run test script ;1
658;fix xdna trj bug ;1
659;fix rest helan ;1
660;fix array comparison bug helan ;1
661;fix miss test file ;1
662;fix bug divisionbyzero except analysi waterdinam survivalprob class ;1
663;fix bug initi self box ;1
664;fix bug due neg bodi indic ;1
665;fix fit bug ;1
666;fix core distanc ;1
667;gro reader fix fix run test ;1
668;fix rest latex psa close ;1
669;progressmet fix doc ;1
670;fix comparison array none distanc parallel ;1
671;fix docstr block ;1
672;fix lone star space must ;1
673;fix divis error ;1
674;fix warn ;1
675;fix improv doc ;1
676;fix modul import ;1
677;fix tprparser ;1
678;shebang line fix ;1
679;fix frame number rewind ;1
680;fix backbon dihedr exampl ;1
681;fix write file function ;1
682;fix fail test ;1
683;fix fail test ;1
684;fix xyzreaderastopolog test ;1
685;fix compress test ;1
686;fix ;1
687;fix issu statement recogn pdb python ;1
688;fix bug xdna trj analysi ;1
689;fix issu ;1
690;fix trzwriter issu ;1
691;tprreader fix failur angl could found ;1
692;fix major pair issu nuclinfo ;1
693;fix issu ;1
694;fix issu ;1
695;fix python error analysi hole test ;1
696;fix uag restrict attribut set ;1
697;fix bug dcd reader jump begin trajectori fix atom correspond code mdanalysi ;1
698;fix test ;1
699;fix test align ;1
700;fix test nuclinfo ;1
701;fix test base ;1
702;fix test hydrogenbondautocorrel ;1
703;fix test gnm ;1
704;fix test densiti ;1
705;miss camelcas fix ;1
706;fix xtc trr testcas fix issu broke totaltim ;1
707;fix default creation writer xtc trr trjreader fix doc ;1
708;fix trajectori iobas convert time nativ opposit ;1
709;fix miss doc dlpolypars ;1
710;fix hbond analysi gener tabl ;1
711;fix bug access gsd trajectori fix frame ;1
712;analysi align fix error messag fix use atom ;1
713;fix test diffusionmap ;1
714;fix test rdf ;1
715;fix bug ;1
716;revert psf parser fix need atom number fix ;1
717;fix bad commit ;1
718;hbond fix nhnh ;1
719;fix xyz psf made avail ;1
720;fix stop log ;1
721;fix stop log ;1
722;fix testcas ;1
723;fix improv helan main ;1
724;fix test ;1
725;fix progressmet ;1
726;fix write select fix test select writin gave fals posit fix growrit ;1
727;fix import iii ;1
728;fix converagerc coverag ;1
729;fix test encor ;1
730;fix test pca ;1
731;fix issu fix ;1
732;chang coverag build ;1
733;fix mime type new html onlin doc text html ;1
734;minor fix ;1
735;fix issu distanc array properli observ pbc ;1
736;bond analysi default updat select time step fix issu ;1
737;pytest style analysi test hbond ;1
738;pytest style analysi test lineardens ;1
739;pytest style analysi test diffusionmap ;1
740;pytest style analysi test waterdynam ;1
741;pytest style analysi test rdf ;1
742;pytest style analysi test distanc ;1
743;pytest style analysi test hole ;1
744;fix issu bolean correct variou flot check etc ;1
745;fix minimum requir python check setup explicitli say changelog need python ;1
746;psa psa properti fix plot method ;1
747;fix issu write dcd minor thing need correct also remov deprec dcdfilenam attribut ;1
748;instal fix requir help first sentenc wrongli state cython still requir link web site mail list ;1
749;fix issu easi instal tar file price copi numpi pxd subdirectori easi instal break symbol hard link ;1
750;fix mdanalysi analysi rmsd select fail ;1
751;fix point select atomselect correct docstr convert coordin array dtype float ;1
752;fix pbc parallel distanc array close issu ;1
753;patch lost last orbeckst trunk merg crucial fix old pyrex loop src dcd dcdtimeseri pyx experiment hbond fix date changelog ;1
754;hbond analysi possibl fix bug progressmet ;1
755;fix test group subtract ;1
756;fix deprec warn occurr code ;1
757;fix bug tpr util data unpack data unpack float ;1
758;tidi atomgroup class fix minor bug correspond code mdanalysi ;1
759;fix test error ;1
760;fix test dcd ;1
761;atomgroup fix allow topolog file load without coordin ;1
762;fix issu check slice indic numpi int ;1
763;fix releas date ;1
764;fix doc topologyobject includ ;1
765;psf parser fix ;1
766;psf parser fix ;1
767;fix helan analysi miss import statement ;1
768;fix kain list author doc ;1
769;fix gro lammp doc ;1
770;small fix miss import ;1
771;fix import tinker coordin reader topolog parser ;1
772;fix file close timestep dimens angl ;1
773;fix integ divis ;1
774;fix modul import ;1
775;move one test back test modul ;0
776;move one test back test modul ;0
777;updat wiki link file reflect move github ;0
778;adjust test analysi replac rel import absolut import nosetest test analysi test helan nosetest test analysi test helan call signatur work ;0
779;reader get method caus problem ;0
780;split test coordin differ file ;0
781;merg white space comment debug log topolog lammpspars ;0
782;remov test gener test atomselect ;0
783;setup modifi use cython present setup develop delet ;0
784;minor tweak nearest neighbor plot method ;0
785;python compat still like break test ;0
786;analysi align streamlin fit trj alignto use common select interfac consist usag mobil refer set fastaselect return dict mobil refer key might break old code think anyon use common select code process select hack accept old target key instead mobil test case unit test rmsd adjust valu fit trj test case realli sure least consist vmd show ;0
787;numfram trjreader cach attribut get numfram xtc trr take long time access first time test case broke correl test case individu test case ;0
788;adjust agsetterplur fixer handl patholog test case caus issu unit test ;0
789;ignor file build gener exampl data ;0
790;decim correct test case ;0
791;exampl output nativ contact analysi ;0
792;spatial align conveni function analysi align rotat matrix weight none get matrix alignto mobil ref select backbon mass weight fals align univers mobil atomgroup rmsd use qcprot fit trj minor optim prealloc ;0
793;trajectori api totaltim attribut base reader totaltim numfram test case made dcdreader error messag slightli verbos ;0
794;copi method chainread ;0
795;ref valid dimens ;0
796;conflict document solv revis ffdbdbd ;0
797;wrap import author ;0
798;chang unpack float unpack real tpr set tpr util ;0
799;python compat still like break test ;0
800;python compat still like break test ;0
801;analysi hbond chang default donor default acceptor dict allow switch differ forcefield ;0
802;manifest file correct ;0
803;move distanc array workaround function simpli copi array seem fine dare soul provid copi fals disclaim respons ;0
804;self atom self atom chang back self atom self atom ;0
805;updat test account weight ;0
806;segment alia segment name make interfac consist ;0
807;make pointselect use period flag way aroundselect even work properli least consist ;0
808;make instant selector emit deprecationwarn ;0
809;exampl script use gnm analysi ;0
810;growrit write either univers atomgroup ;0
811;atomgroup gain residu segment attribut manag attribut cach contain full list residu segment object make atomgroup use residu segment simplifi implement resid resnam numberof method ;0
812;order make clear array layout chang anyth numpi default anyway ;0
813;tri make new contact class close contactanalysi class ;0
814;deprec warn appear per deprec featur ;0
815;fast rmsd align base dougla theobald qcp method contribut joshua adelman pyqcprot packag http github com synapticarbor pyqcprot new modul core qcprot use drop replac core fit rotat matrix rotat matrix deprec schedul remov test case qcprot use josh exampl analysi align fit trj got addit function thank qcprot mass weight rmsd fit new mass weight true keyword write rmsd timeseri text file rmsdfile keyword ;0
816;chang gener except specif one dcd modul ;0
817;chang gener except specif one dcd modul ;0
818;pqr support ;0
819;gro reader unitcel unit convers unit convers groread behav like reader automat convert distanc angstroem read unitcel accord file format spec requir special timestep class appropri dimens properti convers doc trajectori api better explain expect timestep properli document test case gro note precis comparison goe singl decim case subtract posit minor clean variou reader remov explicit set unit attribut class attribut set class declar need set init ;0
820;ref enabl period tree search select around atom ;0
821;trajectori api deriv base class base class reader writer timestep coordin base reader writer deriv api full spell base class though see comment code descript modul doc string unit reader writer pure inform moment note write angstrom format attribut class move dcd timestep base note dcdreader dcdwriter becom new style class inherit base reader object move common method base class del len repr full api crdwriter reorgan write open close file similar pdbwriter also made individu write method privat ;0
822;test deprec old modul import still work ;0
823;remov pylint warn ;0
824;gamess output reader featur ;0
825;dmsreader topolog coordin ;0
826;dmsreader topolog coordin ;0
827;mdanalysi visual namespac properli label experiment changelog matthieu chavent credit author list recent set chang matthieu chavent author file author list document conf file chang citat format chavent reddi consist mda format standard python assert statement streamplot modul remov case perform type check user input remain algorithm level integr check expect array shape differ stage streamplot code rais use importerror messag user matplotlib instal ;0
828;finish coordin tidi ;0
829;atomgroup univers rais nodataerror failur ;0
830;move reader api test coordin directori ;0
831;add array type valid lib distanc transform stor ;0
832;remov unus orphan code core select ;0
833;except rais xtc trr traj files big xdrfile lib ;0
834;allow python test fail time ;0
835;calcul distanc array without minimum imag set bpx none make sens work fit trajectori obey origin pbc code avoid use stupid hack like box box perhap faster leav minimag correspond code mdanalysi ;0
836;altern schlitter code calcul entropi use determin correspond code mdanalysi ;0
837;test reorgan analysi coordin ;0
838;verbos packag instal ;0
839;odd case index trajectori correspond code mdanalysi ;0
840;topolog move atom type mass separ tabl new topolog tabl modul later expand read tabl file mass atom type use charmm top gromac atommass dat unit test mass note atomtyp mass test case incomplet todo new function get atom mass guess atom element much yet allow finer grain control later ;0
841;file regener ;0
842;exclud test file coverag ;0
843;superposit rmsd default ;0
844;hbond analysi addit method gener tabl ;0
845;made bfactor properti univers dimens properti atomgroup requir around point select work atomgroup reformat doc line break initi white space ;0
846;new chi select method residu ;0
847;switch fullgroup deprec method class decor ;0
848;method atomgroup bsphere ;0
849;test initi method ;0
850;version number chang back ;0
851;improv log header ;0
852;simpl test case distanc array ;0
853;nativecontact exampl exampl script make figur work contact remov deprec usag univers load method simpli read exist contact file improv doc figur dim adk ;0
854;remov mock class sphinx conf ;0
855;error code correct ;0
856;increas nose version tri definit solv coverag problem ;0
857;new fixer variou camelcas convers mdanalysi along simpl test case ;0
858;new fixer crude test convers numatom argument atom argument writer function toler varieti call signatur ;0
859;version number chang ;0
860;patch heurist detect get bond hydrogen list chang hydrogen found also within maximum distanc donor maximum distanc store defaultdict hydrogenbondanalysi cov coval donor distanc hard code anyth els get default valu ;0
861;coordin test make sure gromac test convers flag set correctli set core flag convert gromac length explicitli setup encount failur possibl run multipl test process came convers flag set fals even though true ;0
862;chang name flag convert gromac length convert length ;0
863;chang atomgroup occup occup ;0
864;remov offset file testsuit avoid side effect modif trajectori ctime without actual modif file ctime guarante preserv instal ;0
865;hydrogenbondanalysi run return result anymor ;0
866;deprec atomgroup atomgroup veloc attribut ;0
867;hydrogenbondanalysi small improv ;0
868;remov superflu scipi import psa modul ;0
869;use new style python class ;0
870;file duecredit modul load ;0
871;simplifi execut modul checker ;0
872;pdbqt support paul rigor http www uci edu prigor ;0
873;comment test tprparser make easier understand ;0
874;ref enabl period tree search select around point ;0
875;densiti correct doc densiti unit better error messag ;0
876;new analysi modul ;0
877;tst chang need get mdanalysi asv benchmark work reloc setup ;0
878;upgrad analysi deped instal right away ;0
879;simplifi code test iter unit test base comment ;0
880;fixup last ;0
881;fixup ;0
882;handl pbc correctli contact matrix spars ;0
883;bond chang use base atom indic pdb guess bond ;0
884;test flavor dcdreader writer ;0
885;use assert nowarn test ;0
886;pbc hbond analysi requir chang made ;0
887;remov weakref system atom univers atom hold strong real refer univers ;0
888;includ tpr test file setup ;0
889;suppli trajectori topolog reader kwarg univers ;0
890;includ forgotten amber data file ;0
891;univers hold onto initi kwarg ;0
892;chang univers load new return univers ;0
893;work amber trj format enhanc trajectori api reader must abl accept ignor keyword necessari pass number atom amber trj reader need updat reader accept kwarg done alreadi made trjreader work without box trajectori read first frame look box inform document quirk trj reader amber trj reader also read compress file introduc registri format compress file mdanalysi coordin compress format ;0
894;manifest correct testsuit includ licens relat file ;0
895;replac dunderscor trajectori univers ;0
896;chang assert almost equal assert allclos correct precis error ;0
897;add reindex option write atom gro file ;0
898;primit pdb parser read simpl pdb without fuzz primitivepdbread parser stupidli read well format pdb file without rais stink resid oddli number multipl atom name occur residu permiss fals default flag univers true switch primit reader right pdb distinct move guess atom type mass charg function pdb topolog core permiss keyword arg get parser get reader function second dictionari permiss parser reader bit ugli hack unit test primit pdbreader parser pass ;0
899;dynam atom select densiti densiti univers ;0
900;major restructur modul core function core coordin reader writer coordin topolog contain topolog parser util misc kdtree copi thoma hamelryck kdtree neighbour search code biopython copyright boilerpl biopython licens code use fast distanc select bond analysi load psf dcd univers work select univers work noth els test ;0
901;remov wrong atom type default acceptor ;0
902;rest doc addit atom atomgroup ;0
903;auxiliari data correl function mass weight exampl correspond code mdanalysi ;0
904;renam atom number atom index ;0
905;remov unnecessari check ;0
906;move special coord test data normal data folder ;0
907;tst atomgroup method attribut asv benchmark ;0
908;trajectoryread gain new writer method return appropri trajectorywrit read trajectori ;0
909;updat core select includ amber termini resnam list prot ;0
910;pep pass ;0
911;chainread fake time delta keyword ;0
912;new builder modul helper creat charmm readi structur ;0
913;method atomgroup return numpi array ;0
914;getstat setstat rais notimplementederror univers atomgroup ;0
915;merg branch alfr tpr issu ;0
916;forc method properti atomgroup ;0
917;chang atomgroup method properti ;0
918;coordin test make sure gromac test convers flag set correctli set core flag convert gromac length explicitli setup encount failur possibl run multipl test process came convers flag set fals even though true ;0
919;unit unit convers simpl convers facil unit length time core unit taken hop packag flag convert gromac length set true xtc trr reader test writer untest automat convert base unit defin mdanalysi base unit angstrom flag test case pass ;0
920;exclud visual code coverag ;0
921;test includ miss test file packag data mol data cap lammp data ;0
922;file manifest think need build fulli function egg untest ;0
923;griddataformat requir ;0
924;simpl exampl use rotatebi build mthk tetram sort ;0
925;simpl exampl use rotatebi build mthk tetram sort ;0
926;simpl exampl block averag ;0
927;cleanup build matrix ;0
928;dmsreader topolog coordin ;0
929;dmsreader topolog coordin ;0
930;shapeparamet aspher calcul atomgroup ;0
931;analysi hbond renam count type correl timestep type ;0
932;add xtc seek index capabl ;0
933;select write improv clean atomgroup write use coordin get writer function standard way nowaday test case note get writer get reader import mdanalysi coordin ;0
934;rewrot atomgroup momentofinertia ;0
935;readfram start stop step ;0
936;specifi file format build univers ;0
937;dcd write ;0
938;updat script exampl ;0
939;conda build script ;0
940;make travi run test osx ;0
941;analysi align fit trj new quiet kwarg suppress statu error output ;0
942;error test ;0
943;new fixer atomgroup method set plural convers along crude test ;0
944;check delet charmm format alter titl ;0
945;sphinx make sphinx fail warn verbos local sphinx makefil ;0
946;gener doc sphinx includ qcp rotat distanc modul miss ;0
947;analysi code cosmet ;0
948;test surviv probabl actual result chang select water around one interfac residu glu short radiu make analysi select faster ;0
949;tweak david caplan hbond make work gromac water ;0
950;new function neighborsearch coordinateneighborsearch take coordin array atomneighborsearch take atomgroup anyth coordin method mdanalysi use coordinateneighborsearch moment new search list method find within ;0
951;chang default offset progressmet ;0
952;improv test assert test atomgroup test also run numpi mini exampl script exampl run test ;0
953;remov problem ignor chang organis function use mroe consist variabl name remov mention parallel select implement inlin function much ;0
954;chang non python symmetr distanc matrix assign ;0
955;port sphericallay select new kdtree ;0
956;test atomgroup assert miss numpi earlier lead fail test ;0
957;improv write trajectori ;0
958;ref spheric zone select test ;0
959;ref spheric layer select test ;0
960;python xtc reader benjamin hall origin name xtcio use gpl correspond code mdanalysi ;0
961;ref refactor valid dimens ;0
962;analysi nativ contact analysi adk lib python adk contact ;0
963;make filenam fixtur ;0
964;made python support offici ;0
965;calcul distanc matrix two set atom correspond code mdanalysi ;0
966;leafletfind use group instead deprec atom atom method clash conceptu atom attribut atomgroup remov final deprec warn separ group function like old atom better doc ;0
967;hierarchi made consist atomgroup atom atomgroup atomgroup atom manag attribut atom list immut old atom atom restifi doc use properti possibl atomgroup adjusetd testcas ;0
968;mdanalysi analysi distanc dist comput distanc match atom two group ;0
969;updat script exampl ;0
970;self distanc function comput distanc within group atom return linear array correspond upper triangular distanc matrix correspond code mdanalysi ;0
971;analysi modul fit option select deriv sequenc align ;0
972;psfparser grace handl psf file contain natom field correspond code mdanalysi ;0
973;forc unit convers test case ;0
974;atom set get forc veloc ;0
975;rewrot part ncdf float test ;0
976;remov unus expect error select ;0
977;code cleanup remov delaunay code releas remov experiment hbond code ;0
978;test libdcd test seek max appropri check eoferror instead ioerror ;0
979;misspelt luka grossar name handl sorri ;0
980;chang handl knownfailur test due miss execut ;0
981;clean contact matrix cython code ;0
982;enh new dcd read code appear handl unit cell inform properli test test libdcd pass python ;0
983;hbond analysi enhanc detect count type ;0
984;make error messag clearer test tpr parser ;0
985;coordin use close throughout instead deprec close trajectori ;0
986;merg remot track branch richardjgow issu issu ;0
987;correct document file ;0
988;port sphericalzoneselect new kdtree ;0
989;centroid atomgroup atom synonym centerofgeometri allow use atom instead atomgroup translat rotatebi method ;0
990;chang none none consist ;0
991;experiment primitivepdbread writer support multifram pdb file ;0
992;test write pdbqt file ;0
993;switch kdtree use numpi neighbor search method work principl select implement function neighborsearch use atom data structur instead bio pdb entiti ;0
994;resolv changelog conflict ;0
995;minor rest cleanup atomgroup ;0
996;link gro file setup ;0
997;small chang start test ;0
998;skip test use netcdf netcdf miss ;0
999;unit test preserv float data type amber ncdf file written mdanalysi time coordin field ;0
1000;deprec core timeseri modul ;0
1001;improv manipul topolog inform ;0
1002;get path metric func rais keyerror error string unit test check keyerror rais ;0
1003;disabl delaunay librari resolv compil issu differ platform correspond code mdanalysi ;0
1004;small tidi coordin dcd ;0
1005;releas final adjust includ use canon growrit releas set remov origin growrit replac growriterstandard invis user growrit could use explicitli anyway olf growrit function write whole univers simpli obtain pass univers univers atom atomgroup write method ;0
1006;updat iparam util addit function type gromac ;0
1007;hydrogen bond analysi luka grossar patch heurist detect ;0
1008;count type count type correl analysi hbond ;0
1009;univers conveni function interact work dcd argument extens pdb tri load pdb dcd except handl robust enough yet segment fault occur access self dcd erron load dcd cannot simpl tri load dcd except ioerror ;0
1010;add test check warn topolog atom type load ;0
1011;trzreader coordin read trz file ;0
1012;danni gro writer changelog forgotten ;0
1013;pqdbqt use atom charg partial charg atom type atomtyp remov partialcharg element attribut atom minor comment streamlin adjust format descript match pdbqt ;0
1014;wrong import test pdbqt ;0
1015;sparat tpr test test topolog test tprparser ;0
1016;select writer vmd pymol charmm gromac work use get writer encapsul choos appropri writer base filenam default format implement similarli singl frame writer correspond chang atomgroup class write comment commentfmt none write preambl comment use select writer leafletfind instead simpl vmd writer ;0
1017;reach coverag dcd ;0
1018;small exampl readm ;0
1019;new leafletfind exampl membran composit meman composit clean leaflet exampl use class modul ;0
1020;adjust camelcas fixer account centerofmass miss crude test convers well ;0
1021;updat gro ;0
1022;atomgroup atom proper attribut deprec atom access correspond code mdanalysi ;0
1023;comment exampl potenti profil ;0
1024;enabl new style reader writer test ;0
1025;xtc trr file write offset disk ;0
1026;releas tar ball chang version signifi alpha statu later use patch version manifest includ doc file necessari header file automat pick distutil appar bug get librari sourc current broken get sourc file method build clib also need pick pyrex file doc revamp doc littl bit note python setup instal prefix mydir work properli still tri instal someth site wide dir link googlecod templat acknowledg test sdist manag compil bot mac linux cento modern numpi updat changelog correspond code mdanalysi ;0
1027;port contact matrix pbc cython ;0
1028;test warn rais atomgroup segid ;0
1029;docstr four analysi modul locat mdanalysi analysi modifi reason consist restructuredtext format produc readabl html page doc html built sphinx sourc doc sphinx file doc index html remov old build mdanalysi websit docstr chang distanc pyx necessari object import modul analysi distanc ;0
1030;forc recompil cython file ;0
1031;makefil doc sphinx modifi put output doc html folder simpli use command make html newli includ sphinx rst document sourc includ built html modul mdanalysi core ;0
1032;port contact matrix pbc cython ;0
1033;changelog white space fix note edit changelog gcode web interfac whitespac mess ;0
1034;includ import gsd hoomd tri except pass block ;0
1035;standard document updat phil fowler author reformat updat readm link wiki minor doc fix schedul releas author file includ distribut ;0
1036;primitivepdbwrit write chainid letter segid ;0
1037;write select trajectori writer class gain new high level write method take either timestep univers atomgroup atom contain argument written next frame trajectori atomgroup gain properti build timestep fli contain coordin atom group frame unitcel copi parent trajectori top level import coordin core writer factori function writer make clearer user provid writer class instanc updat trajectori api writer class ;0
1038;basic xyz trajectori reader compress support see coordin xyz detail ;0
1039;basic xyz trajectori reader compress support see coordin xyz detail ;0
1040;check tell iter ;0
1041;veloc write gro format ;0
1042;remov deprec legaci code old code might break atomgroup atom remov atomgroup principleax issu dcd dcdreader dcd header dcd dcdwriter dcd header use dcd header univers dcd univers xtc univers trr univers trajectori support break legaci code remov follow packag top level mdanalysi name space atomgroup select import mdanalysi core realli need import mdanalysi core atomgroup distanc fit import mdanalysi analysi distanc import mdanalysi analysi align fit actual modul still live mdanalysi core might get move futur bundl transform mdanalysi import get timeseri univers asunivers writer collect remov copi flag distanc array self distanc array set fals would alway give wrong result good reason keep around also remov test case known failur ;0
1043;lapack lib librari see issu http code googl com mdanalysi issu detail document fast math lib switch via setup cfg merg instal websit current version cover lapack alway linker line ;0
1044;releas updat reformat changelog bump version includ chang sinc branch xyz reader fix unit test pass mac macport revis ;0
1045;document fix small thing amber ncdf reader writer ;0
1046;updat changelog danni parton fix ;0
1047;fix typo docstr topolog guesser valid atom type ;0
1048;doc fix remov bio pdbparser ;0
1049;fix doc string coordin base ;0
1050;doc fix dima refer ;0
1051;regener doc helan rest fix ;0
1052;fix doc persistencelength ;0
1053;rest fix version atomgroup topolog helan ;0
1054;rest fix mainli note format ;0
1055;improv mass atomtyp detect white space fix throughout ;0
1056;rest doc fix updat ;0
1057;rest fix doc string ;0
1058;rest doc fix ;0
1059;document updat fix ;0
1060;minor doc fix ;0
1061;final docstr fix ;0
1062;minor doc fix ;0
1063;minor fix doc ;0
1064;docstr fix ;0
1065;fix document ;0
1066;attempt format fix test libdcd ;0
1067;merg branch develop issu ;0
1068;merg branch issu pdb writer develop ;0
1069;merg branch issu develop ;0
1070;merg branch develop issu ;0
1071;merg branch issu develop ;0
1072;merg branch develop issu ;0
1073;merg branch issu develop ;0
1074;trajectori api addit delta skip timestep comput xdr trj hard code singl frame format read usual dcd header unit describ length time unit use possibl later automat convers deprec dcdreader dcd header part api realli support xdr also broken see issu ;0
1075;trajectori api clarifi use writer write method respons issu code chang doc trajectori writer take timestep rgument write frame writer take atomgroup univers write ;0
1076;relax test mdanalysi analysi align rmsd rmsd rmsd equal decim jandom report spuriou test failur issu ;0
1077;test case address issu delet univers test case teardown reduc memori footprint need test ;0
1078;merg branch issu github com mdanalysi mdanalysi issu ;0
1079;doc fix see paul rigor email comment issu http code googl com mdanalysi issu detail ;0
1080;mdanalysistestdata data test separ librari see issu detail ;0
1081;doc small issu analysi align set svn properti doc ;0
1082;updat changelog reflect resolut issu ;0
1083;updat changelog reflect resolut issu ;0
1084;bigbox gro replac compress version file involv test resolut issu ;0
1085;mime type serv doc googlecod see issu ;0
1086;testcas issu empti dcd segfault univers ;0
1087;made unit test issu timestep copi function properli ;0
1088;unit test associ data issu ;0
1089;issu deprec warn univers ;0
1090;updat changelog issu ;0
1091;move test issu class improv discuss thread ;0
1092;tag test issu known failur ;0
1093;changelog head link issu ;0
1094;changelog adjust reflect resolutin issu ;0
1095;forgot includ test case issu packag ;0
1096;test issu ;0
1097;test issu ;0
1098;test issu ;0
1099;test issu ;0
1100;test issu ;0
1101;use attribut issu mark test relat record problem run separ ;0
1102;updat link issu attach move github still seem depend googl way though ;0
1103;test amber trajectori issu ;0
1104;atomgroup instant selector rais attributeerror issu ;0
1105;data file test case issu ;0
1106;test issu ;0
1107;test issu ;0
1108;initi test case issu ;0
1109;test issu ;0
1110;tidi changelog issu ;0
1111;unit test issu ;0
1112;updat unittest pertain issu ;0
1113;unit test new issu ;0
1114;work issu ;0
1115;wip issu ;0
1116;issu get name atom warn success call ;0
1117;work issu ;0
1118;wip issu ;0
1119;refer arc file test txyz ;0
1120;chang legal coordin valu gro pdb limit chang actual check min max see issu comment test min test max test reli somehow sharpli discrimin gro pass pdb pass sure made test littl bit weaker pdb gro practic probabl matter ;0
1121;improv perform gro file read ;0
1122;upgrad setup ;0
1123;upgrad setup ;0
1124;contact analysi move exampl cookbook remov accident includ coordinateneighborsearch singl test class test contact remov test contact best ;0
1125;comment non default valu ;0
1126;enh restor dcd relat import check mdanalysi coordin init upstream python fix ;0
1127;updat guesser ;0
1128;test case write gro file optim fix issu test write gro limit sharpen test pdb limit note unit conceiv could includ boundari legal valu still round need adjust test legal coordin check gro move file even open get rid remov open file gro writer use open instead tri final close ;0
1129;revert issu gener bond list use pdb instead psf ;0
1130;merg pull request mdanalysi fix setup ;0
1131;replac old issu link new github issu link except attach link file mda project ;0
1132;merg pull request mdanalysi fix assert statement ;0
1133;merg pull request mdanalysi fix lammp ;0
1134;merg pull request mdanalysi travi fix ;0
1135;merg pull request mdanalysi gro fix truncat ;0
1136;merg pull request mdanalysi fix align errormessag ;0
1137;merg pull request mdanalysi fix trz endian ;0
1138;merg pull request mdanalysi fix cython build ;0
1139;merg pull request mdanalysi fix rmsd mobilegroup ;0
1140;revert issu gener bond list use pdb instead psf ;0
1141;new select write snapshot pdb file experiment simpl pdb writer requir bio pdb rewrit pdbwriter core util helper function like filenam mangl small step toward unifi trajectori api univers trajectori point reader object coord init advertis reader writer dict ;0
1142;disabl bio pdb warn pdbreader ;0
1143;extend format pdb reader test case ;0
1144;test made coordin test work consist also crd chang precis match file format pdb crd otherwis test pass consist new crd file match small pdb use tester class ;0
1145;univers read structur pdb file pdb modul reader attempt fake dcdreader pdb use biopython pdb manag attribut univers class ;0
1146;extend format pdb reader ;0
1147;use primitivepdbread default pdb reader bio pdb reader drop atom name residu happen system gener simul primitivepdbread cope fine tho case handl esoter pdb featur altern atom insert code need handl simul data default behaviour mdanalysi set flag mdanalysi core flag permiss pdb reader default true one alway manual select pdb reader provid permiss keyword univers univers permiss fals read input file bio pdb reader might use process true protein databank pdb file ;0
1148;test import test test file individu ;0
1149;remov last test gener core test atomgroup ;0
1150;densiti friendli error messag griddataformat instal ;0
1151;crd reader writer standard extend format ;0
1152;releas number chang setup remov numpi requir need anyway even setup thu check earlier easi instal sometim tri download version numpi even though requir version exist system huge annoy prevent remov requir rais error import numpi fail order make debug easier ;0
1153;tprparser work gromac gromac updat read tpxheader functino sinc tpx header format chang updat variabl tpr set updat docstr tprparser ;0
1154;crd reader crd psf parser still miss lead unit test error ;0
1155;use pbc flag core flag toggl pbc flag atomgroup method ;0
1156;setup write author packag ;0
1157;chang timeseri refer individu timeseri correspond code mdanalysi ;0
1158;forgot actual pars token select correspond code mdanalysi ;0
1159;document atomselect function also point select select atom around point optim around point properti select correspond code mdanalysi ;0
1160;updat trr doc improv error check ;0
1161;changelog updat polish ;0
