;texts;labels
1207;convert sigma wfk analyz modul ;0
1208;multibinit add toler fit process updat ref ;0
1209;creat modul psp psp psp upf ;0
1210;ddkten insid nonlop ;0
1211;merg branch develop gitlab trunk abinit develop ;0
1212;collect pspcod routin psp hgh ;0
1213;input variabl document ;0
1214;creat psp modul pspcod ;0
1215;add cutoff size supercel fit ;0
1216;merg remot track branch trunk develop dfpt noncol ;0
1217;diagon respons test ;0
1218;merg gmatteo releas note edd releas ;0
1219;merg remot track branch amartin multibinit develop ;0
1220;adjust number bodi bound process ;0
1221;add test den interpol scf ;0
1222;debug writeout remov kramer deg true ;0
1223;complet document ;0
1224;dftp dyout insid respfn driver ;0
1225;gener document ;0
1226;dfpt prtene dfpt looppert ;0
1227;updat ref test psp modul differ optim ;0
1228;prtocc insid outvar ;0
1229;creat psptk low level procedur use modul ;0
1230;creat alloc hamilt gpu modul ;0
1231;modular mkffnl ;0
1232;merg branch abilint gitlab abinit org gmatteo abinit abilint ;0
1233;updat ref ;0
1234;multibinit set mpi coeffici gener clean code ;0
1235;abilint ;0
1236;bugfix rotat method magnet initi rfmagn xyz output printmagvtk ;1
1237;interpol den iscf ngfft file ngfft ;0
1238;version buildbot ;0
1239;dfpt etot insid dfpt scfsv ;0
1240;add test ;0
1241;add new routin bound process debug mpi scatter call polynomi coeff ;0
1242;abilint ;0
1243;spatialchempot insid setvtr ;0
1244;add test lda calcul ;0
1245;updat builder abiref nag openmpi ;0
1246;merg branch jzwanzig develop ;0
1247;hartr spacepar ;0
1248;merg gmatteo scf read rhor develop ;0
1249;merg remot track branch trunk develop dfpt noncol ;0
1250;replac tribe relev ;0
1251;remov new test small chang mkvxc noncol ;0
1252;merg remot track branch trunk develop develop ;0
1253;merg branch abilint gitlab abinit org gmatteo abinit abilint ;0
1254;modular atmfft ;0
1255;make roboidiot happi ;0
1256;sever first layer gener ;0
1257;merg remot track branch remot pike develop pike ;0
1258;merg branch abilint gitlab abinit org gmatteo abinit abilint ;0
1259;calc insid mlwfovlp ;0
1260;merg remot track branch trunk develop develop ;0
1261;modular getghc ;0
1262;pawuj drive insid gstate ;0
1263;tri deactiv unbal thresh ;0
1264;read wfk ;0
1265;paw qpscgw sigma driver ;0
1266;remov shirley ;0
1267;dfpt sydi dfpt sygra dynmat ;0
1268;updat ref ;0
1269;wfd vnlpsi ;0
1270;merg branch develop gitlab trunk abinit develop ;0
1271;merg jzwanzig develop jzwanzig ;0
1272;convert nucdipmom complex type explicit bla call speed ;0
1273;updat psml ref ;0
1274;roboidiot ;0
1275;doc cosmet chang ;0
1276;crear ddb diel remov ddb hybrid ;0
1277;updat ref chang mpi ifc multibinit ;0
1278;wfd mkrho insid wfd ;0
1279;moddil prcref ;0
1280;creat dfpt vtowkf ;0
1281;merg tag start multibinit ;0
1282;remov stale file ;0
1283;updat refer file identif problem wit test abirul ;0
1284;merg branch abirul gitlab trunk abinit abirul ;0
1285;merg branch relev develop ;0
1286;updat abivar jar replac tribe relev ;0
1287;tol adjust dfpt test ;0
1288;merg remot track branch trunk develop develop ;0
1289;debug ;0
1290;test routin cplex seem ;0
1291;replac tribe relev abi check ;0
1292;creat dfpt scfcv ;0
1293;gather low level routin symtk ;0
1294;pred lbfg insid bfg ;0
1295;version buildbot ;0
1296;qmatrix insid dfpt scfcv ;0
1297;rot method cplex gener ;0
1298;remov newkpt ;0
1299;merg remot track branch amartin multibinit develop ;0
1300;merg branch abilint gitlab abinit org gmatteo abinit abilint ;0
1301;newkpt inwffil ;0
1302;uderiv insid elpolariz ;0
1303;chang statu call open file ;0
1304;merg branch releas gitlab trunk abinit releas ;0
1305;zeeman term separ modul ;0
1306;initi ;0
1307;creat pspini ;0
1308;dielmt deiltcel prcref ;0
1309;pre remov spinalign clean write ;0
1310;tune toler bob gnu openmp ;0
1311;remov comment ;0
1312;squash commit follow ;0
1313;updat toler ;0
1314;modular read upf pwscf ;0
1315;modular evdw wannier ;0
1316;modular routin nlstrain ;0
1317;modular ptgroup ;0
1318;final tune toler graphen ;0
1319;version buildbot ;0
1320;clean debug section ;0
1321;abilint ;0
1322;corrmetalwf insid dfpt vtowfk ;0
1323;littlegroup symtk ;0
1324;abilint ;0
1325;modular relaxpol ;0
1326;dkindstr insid dfpt eltfrkin ;0
1327;begin modular recurs code ;0
1328;creat vtorhorec modul ;0
1329;updat toler ;0
1330;use vtorhorec ;0
1331;merg branch develop ;0
1332;updat toler vor test libxc ;0
1333;merg amartin multibinit amartin ;0
1334;modular recurs code ;0
1335;add small descript robodoc ;0
1336;add end marker robodoc ;0
1337;merg branch develop quickfix need latest patch efield initi ;0
1338;adjust fld option ;0
1339;rsprc ;0
1340;updat doc pawprtwf ;0
1341;mkgrid fft fft mesh ;0
1342;collect precondit routin prcref ;0
1343;gener hybrid planewav code differ way specifi hybrid also final new test upgrad libxc ;0
1344;abiauti ;0
1345;moddiel csrb modular newrho newvtr ;0
1346;updat refer averag effect mass ;0
1347;modular odamix ;0
1348;merg branch releas efma ;0
1349;nonlop gpu insid nonlop ;0
1350;merg branch releas mverstra ;0
1351;creat mklocl ;0
1352;prtrhomxmn mkrho ;0
1353;abilint ;0
1354;modular ddb elast ddb internalstr ddb piezo ;0
1355;merg branch releas mverstra ;0
1356;mjv dev dev mjv ;0
1357;prtxvf predtk ;0
1358;modular outvar routin ;0
1359;merg branch abilint abilint ;0
1360;chang fftw fftw mkl follow jean michel demand ;0
1361;merg branch releas efma ;0
1362;newfermi insid dfpt scfcv ;0
1363;predictimg gstateimg ;0
1364;check kxc echo name drivexc ;0
1365;merg remot track branch remot mverstra develop mverstra ;0
1366;abilint ;0
1367;modular predict string steepest neb pimd ;0
1368;merg branch develop gitlab trunk abinit develop ;0
1369;initro mkrho mkresi energi strhar stress ;0
1370;cgq builder vtorho ;0
1371;creat xcpbe ;0
1372;dfpt atmfft atmfft ;0
1373;creat smatrix ;0
1374;creat berrytk includ polcart ;0
1375;creat cgtk modul rotat cgtk rotat ;0
1376;remov time revers symmetri kptopt sampl respfn ;0
1377;miss efma analysi use declar ;0
1378;ftgkk elphon ;0
1379;orbmag kinet energi fulli function ;0
1380;adjust tol step back nproc parallel implement later ;0
1381;merg branch develop efma ;0
1382;size dvxc drivexc ;0
1383;tri improv perform twist kinet energi ;0
1384;modular pimd langevin pimd nosehoov ;0
1385;getspinrot littlegroup pert stresssym geometri mksupercel supercel ;0
1386;wfconv inwffil printmagvtk den ;0
1387;convert readm file markdown ;0
1388;initi zero init ;0
1389;normsq gkq nmsq routin iogkk ;0
1390;merg branch releas antoniu ;0
1391;final ;0
1392;merg branch releas develop ;0
1393;merg branch releas develop ;0
1394;insignific automat chang ;0
1395;creat symbol link readm readm make automak happi ;0
1396;merg branch intel develop ;0
1397;add check bdgw valu ;0
1398;modifi file modifi configur doc configur test configur ;0
1399;subdiago cgtool ;0
1400;merg branch develop gitlab abinit org trunk abinit develop ;0
1401;modif port ;0
1402;orthon tool ;0
1403;import modif antoniu request merg trunk instead releas ;0
1404;merg remot track branch remot gmatteo abilint gmatteo ;0
1405;dfpt gatherdi respfn driver ;0
1406;etotfor scfcv ;0
1407;merg branch abilint gitlab abinit org gmatteo abinit abilint ;0
1408;mkaf lova aftr ;0
1409;abilint ;0
1410;integr gamma friend elphon ;0
1411;merg branch develop gitlab abinit org trunk abinit abilint ;0
1412;creat common setup prteigr scprqt ;0
1413;complet gamma complet gamma def elphon ;0
1414;merg antoniu develop bec antoniu ;0
1415;get veloc elphon ;0
1416;creat dfpt rhotov ;0
1417;prtene common ;0
1418;get get temp insid elphon ;0
1419;dfpt mkvxcgga insid dfpt mkvxc ;0
1420;creat xchybrid modul ;0
1421;hybrid corr use compil ;0
1422;creat xctk xcden xcpot ;0
1423;abilint ;0
1424;modular nonlop ;0
1425;exclud builder intel ;0
1426;symptgroup spgdata ;0
1427;mkdenpo drivexc ;0
1428;isotemp pred isotherm ;0
1429;modular pred verlet pred velverlet ;0
1430;two depend ;0
1431;add depend ;0
1432;creat xchcth modul ;0
1433;modular pred langevin pred moldyn ;0
1434;creat low level modul pred modul ;0
1435;revert chang gpu commit mjv obtain unoffici version symfind ;0
1436;group lda like routin xclda ;0
1437;modular setvtr ;0
1438;abiref compil ;0
1439;call two part ;0
1440;merg gmatteo abilint gmatteo ;0
1441;efma analysi clean ;0
1442;merg branch develop gitlab abinit org trunk abinit abilint ;0
1443;merg branch develop gitlab abinit org trunk abinit abilint ;0
1444;modular pred nose pred srkna ;0
1445;modular diisrelax isokinet ;0
1446;creat symsg symsg routin bldgrp ;0
1447;updat git pull trunk develop ;0
1448;drivexc insid drivexc ;0
1449;squash commit follow ;0
1450;prototyp integr abisrc buildsi ;0
1451;merg branch develop gitlab abinit org trunk abinit abilint ;0
1452;make modifict need test use atla intal openmpi realli satisfactori ;0
1453;resolv conflict ;0
1454;merg commit gmatteo abilint fffe gmatteo ;0
1455;initi ;0
1456;creat gammapositron move rhohxcpositron electronpositron ;0
1457;introduc threshold dilatmx bypass use chkdilatmx ;0
1458;warn releas note concern dilatmw threshold ;0
1459;warn dilatmx threshold ;0
1460;modulariza vtorho vtowfk ;0
1461;suppress explicit mail address privaci reason european law ;0
1462;upgrad ;0
1463;merg branch abilint abilint ;0
1464;merg branch releas gmatteo ;0
1465;exclud host atla intel chain ;0
1466;renam spacepar spacepar ;0
1467;introduc eig diag cart prepar split big loop parallel clean ;0
1468;modular rayleigh ritz ;0
1469;move partial fraction code insid epjdo ;0
1470;exclud host atla intel chain ;0
1471;modular chkinp ;0
1472;modular nonlop ylm test ;0
1473;creat symfind high level api symmetri ;0
1474;renam efmasfr efmasv introduc new record eig diag efmasv datastructur ;0
1475;modular mlwfovlp routin ;0
1476;complet binari conf ;0
1477;merg branch develop gitlab abinit org trunk abinit abilint ;0
1478;start final ;0
1479;enter known problem ;0
1480;give errat result nag abiref serguei examin ;0
1481;merg branch releas intel ;0
1482;part joe modif backport ;0
1483;continu chang ref kptopt chang last commit ;0
1484;symrhg irrzg spacepar ;0
1485;cosmet chang ;0
1486;modular chebfi ;0
1487;rotat rho spacepar deprec ;0
1488;efma main split two subroutin efma main efma analysi declar efma main clean ;0
1489;use profil abi ;0
1490;merg branch releas develop ;0
1491;first part isol second part ;0
1492;upgrad ref ;0
1493;xcmult drivexc ;0
1494;declar parser ;0
1495;continu ;0
1496;merg branch develop gitlab abinit org trunk abinit abilint ;0
1497;continu ;0
1498;continu ;0
1499;merg pred simpl prec simpl modular pred steepdesc ;0
1500;start chang abiutil abiutil spacepar spacepar ;0
1501;version buildbot ;0
1502;setsym spacepar ;0
1503;extrapwf insid extraprho ;0
1504;squash commit follow ;0
1505;defin new test ;0
1506;cancel previou chang nbdbuf ;0
1507;small chang dfpt nstpaw ;0
1508;merg branch develop gitlab trunk abinit develop ;0
1509;makemak replac command getstatusoutput deprec subprocess redirect stderr need first line version warn version add new section testfarm conf ibm ibm ibm serial prtefield replac big write write good xlf nag efma xlf like string disabl test ;0
1510;merg remot track branch gitlab trunk develop nonlinear temp ;0
1511;merg gmatteo hdf mpio gmatteo ;0
1512;typo correct ;0
1513;improv symetri strain perturb ;0
1514;initi ;0
1515;merg branch develop abinit trunk abinit develop ;0
1516;add miss import ;0
1517;merg remot track branch trunk develop dfpt paw ;0
1518;metcon metcon metric contract ;0
1519;merg branch develop gitlab abinit org trunk abinit abilint ;0
1520;add miss import ;0
1521;creat spgdata modul ;0
1522;improv bader hirshfeld analysi ;0
1523;add python script calcul deriv elast properti ;0
1524;creat mlwfovlp ;0
1525;modular dfpt vtorho ;0
1526;statu dtfil deprec ;0
1527;modular pawmkaewf ;0
1528;updat ref file due chang defaulr valu pawspnorb modifi input ;0
1529;upgrad ref also set correctli max nproc ;0
1530;merg trunk ;0
1531;modifi input file due pawspnorb modifi ;0
1532;move calc wfwfg code calc sigx cohsex ;0
1533;abilint ;0
1534;remov bazaar depend updat warn makemak ;0
1535;merg commit sprokh ;0
1536;iofn dtfil ;0
1537;abilint ;0
1538;merg branch develop gitlab abinit org pouillon abinit develop ;0
1539;cosmet chang ;0
1540;creat ingeo includ invacuum ;0
1541;creat inkpt inkpt includ inqpt ;0
1542;merg branch develop gitlab abinit org trunk abinit develop ;0
1543;check radial integr charg core again znucl zion bader code ;0
1544;nag still happi fortran unit ;0
1545;merg branch develop develop ;0
1546;merg remot track branch baguetl develop baguetl ;0
1547;chang http http modifi lesson spin html ;0
1548;merg branch twist develop ;0
1549;kinet energi larg work orbmag ;0
1550;clean efma also print eigenvalu mail output ;0
1551;fillcel ingeo smallprim symtk ;0
1552;abilint ;0
1553;merg remot track branch torrent dfpt paw torrent ;0
1554;symax symcharac symplan symtk ;0
1555;updat hyperlink nist modifi lesson spin html ;0
1556;holocel symatm symchk symmetr rprimd symtk ;0
1557;improv comment part ;0
1558;merg branch efma efma ;0
1559;creat energi modul ;0
1560;defin refer test updat input ;0
1561;merg branch efma efma ;0
1562;replac ntheta efma ntheta suppress flush ;0
1563;isfil dtfil ;0
1564;merg branch abilint gitlab abinit org gmatteo abinit abilint ;0
1565;nag still happi fortran unit ;0
1566;inclus develop bzr version hand merg ;0
1567;merg branch develop efma ;0
1568;merg branch releas develop ;0
1569;modular vdw dftd routin ;0
1570;upgrad ref file ;0
1571;group contract routin use nonlop contract ;0
1572;constrf insid forc ;0
1573;updat hyperlink accord checklin script advic ;0
1574;merg branch develop ;0
1575;defin new test ;0
1576;merg remot track branch mverstra quickfix acd trunk mverstra ;0
1577;miss dealloc dfptnl ;0
1578;merg branch develop quickfix ;0
1579;merg branch develop gitlab abinit org trunk abinit abilint ;0
1580;add ref upgrad ref ;0
1581;merg branch quickfix gitlab mverstra abinit quickfix ;0
1582;machin efield come incorrectli initi corrupt first iter affect final result might chang ref file updat accordingli ;0
1583;oop edit old file ;0
1584;modular afterscfloop outscfcv ;0
1585;modular getghc ;0
1586;problem ubu intel mpich tparal suppress exclud builder ubu intel mpich modifi ;0
1587;modif acknowledg html ;0
1588;acknowledg html ;0
1589;add miss import ;0
1590;updat abinit help html nproc extra log valu abinitv instead ;0
1591;modif parallel efma ;0
1592;defin previou maxerr invovl exit spuriou diverg develop ;0
1593;convert messag msg ;0
1594;creat mpi setup includ comput kgb indic finddistrproc ;0
1595;merg branch develop sprokh ;0
1596;creat mpi setup modul ;0
1597;creat chi modul cchi routin ;0
1598;merg branch abilint gitlab abinit org gmatteo abinit abilint ;0
1599;merg branch efma efma ;0
1600;activ max nproc ;0
1601;updat ref test tparal also exclud test ubu intel mpich modifi ref mpi ;0
1602;merg gmatteo develop ;0
1603;modif acknowledg html ;0
1604;updat acknowledg suggest post web still far complet least mention fourth abinit paper modifi acknowledg html ;0
1605;radsmear calcdensph mag constr mag constr den ;0
1606;repair default behavior major case mpi mode output ;1
1607;know abilit also cpp wannab ;0
1608;miss new file bzr ;0
1609;merg branch develop gitlab trunk abinit develop ;0
1610;stray print statement ;0
1611;import insid gitlab develop modif includ gitlab hotfix marc ;0
1612;mix scfcv ;0
1613;know abilint replac use macro pawxc ;0
1614;ddk read work parallel memori leak ;0
1615;git ignor vim backup file end tilda ;0
1616;creat drivexc modul ;0
1617;allow ignor mjv dev abicheck ;0
1618;merg mverstra develop mverstra ;0
1619;merg branch develop gitlab trunk abinit develop ;0
1620;creat xciit xcpositron ;0
1621;merg branch develop gitlab abinit org trunk abinit abilint ;0
1622;group sig routin sigc ;0
1623;improv doc ;0
1624;merg branch trunk efma develop ;0
1625;merg branch abilint gitlab abinit org gmatteo abinit abilint ;0
1626;merg branch develop sprokh ;0
1627;patch dtfil init luca chang ;0
1628;buildsi upgrad cpp option sourc code includ recent one ;0
1629;buildsi upgrad cpp option build system intern includ recent one ;0
1630;add python code pars compil warn ;0
1631;set max nproc effect mass calcul least two point data set ;0
1632;buildsi upgrad cpp option test input ;0
1633;abilint ;0
1634;zero alloc array automat preproc direct calloc ;0
1635;git pull gitlab ;0
1636;merg branch develop gitlab abinit org trunk abinit abilint ;0
1637;merg remot track branch releas dbd merg ;0
1638;buildsi upgrad cpp option test script ;0
1639;buildsi remov stale refer obsolet cpp option ;0
1640;preproc beta code ;0
1641;buildsi import cpp option fixer ;0
1642;gamma function special func ;0
1643;made sure vim swap file ignor within abinit sourc tree ;0
1644;final modif toler ;1
1645;buildsi upgrad cpp option build system intern ;0
1646;prtxfase mover ;0
1647;proc distrb cycl mpinfo ;0
1648;updat ref file chang link psp ref ref ref ;0
1649;creat forc stress fresidrp forc ;0
1650;modular calc vhxc chi chitk ;0
1651;fresid forc ;0
1652;modular calc cohsex calc sigx ;0
1653;setup sigma insid sigma driver ;0
1654;merg remot track branch remot gonz develop dff trunk gonz ;0
1655;updat ref file ;0
1656;abilint ;0
1657;chang nband occ mband occ introduc spin dep nband occ sum differ number band accord isppol ;0
1658;correct alloc destroy dtefield array particular nband occ ;0
1659;creat rhotoxc modul ;0
1660;mpi enreg routin mpinfo ;0
1661;buildsi upgrad cpp option sourc code ;0
1662;pspatm insid pspini ;0
1663;updat toler bob ;0
1664;clean remov memori leak getgsc chang tol ;0
1665;test clone shiva pyk inca pyk ;0
1666;harmon thermodynam output prtdo anaddb get rid histogram method soon ;0
1667;modif prevent array overflow ;0
1668;merg remot track branch antoniu develop antoniu ;0
1669;first layer noncol gener metal output frmagn dfpt ;0
1670;small adjust relat calcdensphr interfac ;0
1671;magnet energi calcul rhotov correspond interfac etot ;0
1672;merg remot track branch trunk develop develop ;0
1673;merg branch develop biederj ;0
1674;add end marker robodoc also add partial robodoc header ;0
1675;merg remot track branch biederj develop biederj ;0
1676;test confirm prtdo deby waller stuff consist harmon thermo output converg much faster unit bohr wherea old one angstrom point remov harmon thermo routin ;0
1677;elimin temporari comment ;0
1678;nspden version dfpt gga bdorado ;0
1679;test adjust enter fermi correct metal bfield test ;0
1680;merg branch develop gitlab trunk abinit develop ;0
1681;test updat ;0
1682;tol num line adjust ;0
1683;alloc exc need ;0
1684;small edit comment code ;0
1685;merg branch develop gitlab mverstra abinit develop ;0
1686;merg remot track branch trunk develop dfpt ;0
1687;new test rfmagn ;0
1688;merg ygillet tdepopt solv conflit ;0
1689;merg branch develop gitlab abinit org trunk abinit netcdf ;0
1690;continu use etsf name test subsuit modif build system script need ;0
1691;merg branch develop gitlab abinit org trunk abinit develop ;0
1692;initi ;0
1693;add short descript ;0
1694;updat modif stress fock term paw ;0
1695;merg trunk ;0
1696;setvtr rollback ;0
1697;updat tol inca gnu pyk ;0
1698;improv kxc gga implement ;0
1699;save memori gga spin pol kxc nkxc nkxc ;0
1700;remov ref file line vclmb comment previou commit ;0
1701;thank matteo ;0
1702;updat config graphen macport gcc scalapack ;0
1703;comment call outdm vclmb moment fail buda mpifft proc ;0
1704;filter avoid underflow coba buildbot ;0
1705;add routin comput loto term add data phbst file ;0
1706;merg remot track branch sprokh dfpt sprokh ;0
1707;add term grun ;0
1708;merg remot track branch biederj develop biederj ;0
1709;merg remot track branch trunk develop dfpt ;0
1710;extract routin write non analyt term ;0
1711;write amu crystal ncwrite add addit entri grun facilit post process ;0
1712;clarifi eph renorm bse optic still develop ;0
1713;refactor electronphononcoupl ;0
1714;make happi buildsi line long ;0
1715;merg branch develop gitlab trunk abinit develop ;0
1716;correct alloc bound thermo potenti ;0
1717;version kxc nkxc nspden ;0
1718;merg remot track branch gmatteo tdepopt gmatteo ;0
1719;merg remot track branch jollet develop bfa jollet ;0
1720;merg branch develop gitlab trunk abinit develop ;0
1721;merg remot track branch trunk develop develop ;0
1722;version kxc nkxc nspden ;0
1723;restor trunk copi ddb diel ;0
1724;claus adapt lnsinh function ;0
1725;merg branch develop gitlab abinit org trunk abinit tdepopt ;0
1726;initi develop ;0
1727;merg remot track branch trunk develop dfpt ;0
1728;mistak yet ;0
1729;make qrefin vector refin differ along direct simpl ref file may chang numer principl ;0
1730;ensur minimum point direct thermodynam bin ;0
1731;updat output ref file small sound veloc check ;0
1732;merg trunk ;0
1733;separ calc print vsound parallel anaddb run well ;0
1734;output msqd file thermo ;0
1735;output better averag speed sound deby instead fit ;0
1736;merg branch develop gitlab mverstra abinit develop ;0
1737;consist check output ifc anaddb ;0
1738;merg branch develop gitlab mverstra abinit develop ;0
1739;pre patch marc ;0
1740;parallel std iout need homogen anaddb ;0
1741;ignor backup file vim ;0
1742;remov vim backup file ignor ;0
1743;merg branch develop gitlab trunk abinit develop ;0
1744;activ outkss netcdf activ test etsf netcdf ;0
1745;merg branch develop gitlab trunk abinit develop ;0
1746;remov old code renorm ;0
1747;increas toler ;0
1748;upgrad ref abiref ;0
1749;use netcdf file instead netcdf ;0
1750;solv part memori issu anti reson contribut lanczo ;0
1751;test dep optic properti ;0
1752;read new netcdf routin ;0
1753;use xgeev renorm includ ;0
1754;coupl lifetim support yet ;0
1755;miss amu crystal init btw amu first argument crystal init ;0
1756;merg branch develop gitlab abinit org trunk abinit tdepopt ;0
1757;memori leak optic ;1
1758;print estim speed sound good grid found ;0
1759;get rid etsf api outkss ;0
1760;merg remot track branch remot trunk develop develop ;0
1761;addit blank line remov ;0
1762;remov debug info calcdensph ;0
1763;merg remot track branch trunk develop dfpt ;0
1764;chang vtorho separ potenti rfmagn input flag rfuser correspond ipert natom natom ;0
1765;merg remot track branch trunk develop tedi ;0
1766;semi tune version ;0
1767;improv openmp ;0
1768;merg trunk ;0
1769;merg remot track branch trunk develop dfpt ;0
1770;start dfpt dbg ;0
1771;make dft work libxc version revpb pbe ;0
1772;merg trunk ;0
1773;miss ref file chang ;0
1774;singl precis constant evil ;0
1775;mod ref file new output speed sound deby ;0
1776;prtmagvtk routin templat test show wierd segfault nspden ;0
1777;merg remot track branch trunk develop develop ;0
1778;updat ref file remov lead sign speed sound stabl accur enough test ;0
1779;add dfpt pot output fabio ;0
1780;merg branch develop gitlab mverstra abinit develop ;0
1781;add distribut special function ;0
1782;add depend averag linewidth ;0
1783;merg branch prtmagvtk develop debug version densiti magnet print vtk format ;0
1784;merg branch hmc develop incorpor hybrid mont carlo veloc verlet ;0
1785;merg remot track branch trunk develop prtmagvtk incorpor latest updat ;0
1786;routin move abiutil allow mpi enreg type test cro mno norm conserv npfft nspden ;0
1787;output converg factor file updat tdep output well ;0
1788;densiti print routin move util pptool print verifi ;0
1789;roll back gstate ;0
1790;merg branch develop abinit gitlab trunk abinit dfpt paw ;0
1791;differ free dealloc ;0
1792;max happi ;0
1793;merg remot track branch fricci develop baa fricci ;0
1794;merg branch develop gitlab abinit org trunk abinit develop ;0
1795;merg trunk ;0
1796;merg branch develop gitlab abinit org trunk abinit develop ;0
1797;merg develop branch merg remot track branch origin develop develop ;1
1798;typo ;1
1799;attempt merg privat bzr git ;0
1800;initi ;0
1801;initi develop ;0
1802;remov log file ;0
1803;abilint ;0
1804;replac dataset intent inout low level procedur ;0
1805;move chkneu dtset renam dtset chkneu ;0
1806;merg remot track branch gmatteo abimem gmatteo ;0
1807;explain solv importerror except rais abimem ;0
1808;still tri ;0
1809;revert start code phonon self energi ;0
1810;non collinear dfpt work full vxc rho compar magnet collinear system ;0
1811;merg remot track branch trunk develop develop ;0
1812;dfpt work afm collinear system like cro full ixc ;0
1813;merg gmatteo boltztrap gmatteo ;0
1814;updat ref due previou modif modifi ;0
1815;abilint ;0
1816;move boltztrap routin eband add ref file ;0
1817;dfpt non collinear magnet work ixc trunk merg ;0
1818;replac inout intent low level routin ;0
1819;chang intent mpi type low level routin inout ;0
1820;merg remot track branch trunk develop develop ;0
1821;fix write gkk file parallel environ ;1
1822;desactiv openmp ifort crash ;0
1823;disabl newlobpcg cuda use ;0
1824;merg remot branch remot antoniu develop antoniu ;0
1825;merg bug ;0
1826;merg tag start develop ;0
1827;multibinit remov print test ;0
1828;multibinit new version coeffici gener order ;0
1829;move syten dynmat ;0
1830;abirul ;0
1831;add gener order coeffici fit symetri ;0
1832;remov openmp opernl ylm gcc crash ;0
1833;abirul ;0
1834;add new lobpcg updat refer ;0
1835;marc suggest ;0
1836;tri refix timana ;1
1837;start work ;0
1838;merg test present ;0
1839;merg bug ;0
1840;chang precis calcul succeed old new lobpcg abiref ;0
1841;merg remot track branch trunk develop lobpcg new ;0
1842;chang test new lobpcg ;0
1843;merg branch lobpcg new gitlab abinit org biederj abinit lobpcg new ;0
1844;merg remot track branch trunk develop mytrunk ;0
1845;long time merg ;0
1846;merg remot track branch trunk develop lobpcg new ;0
1847;typo ;0
1848;merg remot track branch trunk develop lobpcg new ;0
1849;merg remot track branch trunk develop develop ;0
1850;merg remot track branch ref remot origin develop develop ;0
1851;slightli adjust toler ;0
1852;better converg respf ;0
1853;timana dumby ;0
1854;merg remot track branch gmatteo scprqt gmatteo ;0
1855;merg remot track branch trunk develop develop ;0
1856;merg remot track branch gmatteo cutd prompt gmatteo ;0
1857;appli make abiauti ;0
1858;save work ;0
1859;save work ;0
1860;code cleanup ;0
1861;initi psp mproj ;0
1862;chang ;0
1863;chang api prepar new version ;0
1864;use ntypat last dimens ;0
1865;code cleanup ;0
1866;remov inclvkb ;0
1867;outkss use version calc vkb ;0
1868;small improv getghc getghc ;0
1869;initi ;0
1870;initi next releas note instal note featur ;0
1871;appli make parent ;0
1872;chang slightli toler modifi ;0
1873;updat test ref file also due make abilint ;0
1874;updat ref strang need ;0
1875;merg branch dfpt torrent ;0
1876;merg remot track branch gmatteo grun gmatteo ;0
1877;merg branch antoniu develop ;0
1878;merg branch hotfix hotfix ;0
1879;merg branch develop gitlab abinit org trunk abinit grun ;0
1880;merg remot track branch mverstra develop mverstra ;0
1881;updat herald known problem final ;0
1882;modifi ref build exampl ;0
1883;merg remot track branch trunk develop develop ;0
1884;adjust number iter test ;0
1885;merg remot track branch beuken develop beuken ;0
1886;alloc array psp lnmax use indlmn loop ;0
1887;preliminari support nproj ;0
1888;commut vkbr vkbr ;0
1889;abiref updat ref file phase moon effect ;0
1890;merg remot track branch torrent dfpt noncol torrent ;0
1891;merg remot track branch torrent develop torrent ;0
1892;merg remot track branch trunk develop develop ;0
1893;updat mpi forum hyperlink tutori ;0
1894;updat mpi forum hyperlink tutori ;0
1895;merg remot track branch amadon quickfix amadon ;0
1896;merg remot track branch amadon triq amadon ;0
1897;allevi problem bob openmp fro testv modifi ;0
1898;remov stray write updat ;0
1899;git add den ;0
1900;add new modul den densiti relat tool extract hirshfeld code cutd ;0
1901;merg branch develop abinit gitlab trunk abinit dfpt noncol ;0
1902;adjust make automat test happi take updat ref due chang toler rhohxc ;1
1903;document new variabl eph task ddb shiftq prtphdo ;0
1904;adjust make automat test happi take ;1
1905;merg branch develop abinit gitlab trunk abinit develop ;0
1906;cutd replac read read std everywher ;0
1907;merg branch develop quickfix ;0
1908;replac read read string ;0
1909;merg branch develop triq ;0
1910;updat doc concern triq cthyb input variabl dmft solv ;0
1911;updat abinit triq cthyb interfac version triq cthyb ;0
1912;eph routin comput gkk element point grid given point grid two variabl control task optdriv prtphdo eph task still need document ;0
1913;improv densiti accumul routin ;0
1914;chang dfpt mkvxc noncol ;0
1915;merg branch develop commut ;0
1916;activ inclvkb vmbpt psp pseudo ;0
1917;yet mistak ;1
1918;wrong patch ;1
1919;version buildbot ;0
1920;merg branch develop gitlab trunk abinit develop ;0
1921;merg branch develop gitlab abinit org trunk abinit gwsoc ;0
1922;miss http ref file ;0
1923;bcfd branch version fabio matrix rotat option dfpt mkvxc noncol ;0
1924;hang fockaux ixc auxc ixc fockaux scal auxc scal ;0
1925;merg branch develop gitlab trunk abinit develop ;0
1926;merg branch develop ace ;0
1927;clarifi call xchybrid ncpp still incorpor better handl fockaux ixc ;0
1928;merg branch develop gitlab abinit org trunk abinit gwsoc ;0
1929;add libxml flag abiref gnu serial config ;0
1930;add dipdip prt input updat test ;0
1931;merg tag start develop ;0
1932;merg tag start multibinit ;0
